c,h,l,n,o,t,v,vw
243.09,243.09,241.54,145,241.71,2022-01-18T14:30:00Z,23793,242.073916
242.42,243.17,242.02,67,243.17,2022-01-18T14:35:00Z,4691,242.656549
243.49,243.91,241.95,291,242.43,2022-01-18T14:40:00Z,16676,242.707979
241.3,243.49,240.93,327,243.49,2022-01-18T14:45:00Z,20081,241.59344
240.13,241.57,239.62,551,241.3,2022-01-18T14:50:00Z,45043,240.583198
241.49,241.49,239.78,249,239.93,2022-01-18T14:55:00Z,12961,240.153961
242.14,242.14,241.06,167,241.32,2022-01-18T15:00:00Z,5948,241.416765
242.17,242.69,241.75,162,242.3,2022-01-18T15:05:00Z,6112,242.262898
241.38,242.57,241.29,230,242.17,2022-01-18T15:10:00Z,14402,241.957455
241.29,242.07,241.14,255,241.25,2022-01-18T15:15:00Z,12487,241.655133
241.59,241.7,241.04,332,241.29,2022-01-18T15:20:00Z,13269,241.388783
240.96,241.6,240.1,345,241.52,2022-01-18T15:25:00Z,27034,240.910699
240.62,240.94,240.41,139,240.94,2022-01-18T15:30:00Z,7295,240.671871
240.14,240.81,240.14,185,240.71,2022-01-18T15:35:00Z,6388,240.546068
240.22,240.4,239.72,251,239.96,2022-01-18T15:40:00Z,9764,240.110801
239.53,240.58,239.44,198,240.48,2022-01-18T15:45:00Z,9436,239.768019
239.66,239.89,239.26,237,239.39,2022-01-18T15:50:00Z,8941,239.668439
238.95,239.51,238.69,177,239.49,2022-01-18T15:55:00Z,7915,239.090508
239.58,240.16,239.13,167,239.13,2022-01-18T16:00:00Z,11343,239.616008
239.2,239.97,239.2,182,239.75,2022-01-18T16:05:00Z,5442,239.492981
239.08,239.44,238.78,182,239.25,2022-01-18T16:10:00Z,15399,239.156418
239.58,239.79,239.07,182,239.28,2022-01-18T16:15:00Z,12462,239.330239
239.89,240.22,239.36,205,239.59,2022-01-18T16:20:00Z,9719,239.973106
239.9,240.19,239.35,170,239.89,2022-01-18T16:25:00Z,8463,239.76914
240.0,240.02,239.36,192,240.02,2022-01-18T16:30:00Z,7312,239.81031
240.47,240.53,239.35,170,239.94,2022-01-18T16:35:00Z,8485,239.864619
241.11,241.15,240.66,123,240.71,2022-01-18T16:40:00Z,3871,240.971023
241.06,241.43,240.98,114,241.18,2022-01-18T16:45:00Z,4317,241.196866
240.98,241.47,240.81,141,241.31,2022-01-18T16:50:00Z,5417,241.056618
241.12,241.12,240.89,83,240.98,2022-01-18T16:55:00Z,2738,241.021231
240.29,241.33,240.19,228,241.22,2022-01-18T17:00:00Z,10174,240.689401
240.06,240.2,240.06,124,240.13,2022-01-18T17:05:00Z,3703,240.117351
240.27,240.47,239.82,295,240.29,2022-01-18T17:10:00Z,18279,240.170523
240.3,240.38,240.15,196,240.27,2022-01-18T17:15:00Z,8409,240.27442
239.8,240.31,239.8,149,240.3,2022-01-18T17:20:00Z,6386,239.986718
239.7,239.89,239.52,242,239.85,2022-01-18T17:25:00Z,13441,239.711091
239.6,239.65,238.93,186,239.65,2022-01-18T17:30:00Z,10679,239.370325
239.37,239.6,239.25,105,239.47,2022-01-18T17:35:00Z,4273,239.411828
239.61,239.71,239.34,119,239.46,2022-01-18T17:40:00Z,5383,239.543089
239.15,239.72,238.71,167,239.61,2022-01-18T17:45:00Z,5445,239.345234
238.81,239.31,238.67,183,239.2,2022-01-18T17:50:00Z,5184,238.930741
238.49,238.8,238.48,161,238.62,2022-01-18T17:55:00Z,5052,238.642963
238.74,238.74,238.13,161,238.56,2022-01-18T18:00:00Z,5196,238.405393
239.02,239.02,238.45,142,238.59,2022-01-18T18:05:00Z,3919,238.777242
238.86,239.04,238.57,221,239.04,2022-01-18T18:10:00Z,11488,238.853375
238.04,238.62,238.04,245,238.62,2022-01-18T18:15:00Z,8748,238.321008
236.84,237.93,236.84,179,237.93,2022-01-18T18:20:00Z,9527,237.471496
236.76,237.3,236.55,449,236.84,2022-01-18T18:25:00Z,21220,236.916576
236.5,236.89,236.36,454,236.79,2022-01-18T18:30:00Z,23338,236.58109
236.62,237.24,236.21,694,236.85,2022-01-18T18:35:00Z,33940,236.728753
236.77,237.62,236.18,795,236.49,2022-01-18T18:40:00Z,38061,236.840358
236.51,236.88,236.31,516,236.76,2022-01-18T18:45:00Z,24823,236.607163
236.44,237.14,236.4,490,236.51,2022-01-18T18:50:00Z,43873,236.626814
236.77,236.98,236.32,688,236.41,2022-01-18T18:55:00Z,52163,236.711879
236.73,237.06,236.6,966,236.77,2022-01-18T19:00:00Z,112599,236.798813
236.24,236.88,236.24,592,236.71,2022-01-18T19:05:00Z,36599,236.568444
235.81,236.33,235.79,345,236.24,2022-01-18T19:10:00Z,16911,236.138553
235.87,236.22,235.59,466,235.79,2022-01-18T19:15:00Z,20857,235.899296
234.93,236.03,234.93,431,235.94,2022-01-18T19:20:00Z,25596,235.60773
234.59,234.94,234.34,441,234.9,2022-01-18T19:25:00Z,24334,234.570869
234.98,235.19,234.43,618,234.5,2022-01-18T19:30:00Z,38884,234.745299
234.98,235.58,234.83,559,234.93,2022-01-18T19:35:00Z,38070,235.168592
