c,h,l,n,o,t,v,vw
7.6,7.6,7.6,2,7.6,2023-12-29T15:20:00Z,501,7.600649
8.25,8.25,8.25,1,8.25,2023-12-29T15:25:00Z,250,8.25
7.71,7.904,7.71,6,7.904,2023-12-29T15:35:00Z,510,7.839059
7.7,7.7,7.7,5,7.7,2023-12-29T15:40:00Z,478,7.697089
7.7332,7.7332,7.7332,3,7.7332,2023-12-29T15:45:00Z,108,7.733637
7.69,7.889,7.69,3,7.889,2023-12-29T15:50:00Z,201,7.789552
7.72,7.72,7.72,35,7.72,2023-12-29T16:40:00Z,3000,7.720027
7.7,7.7,7.7,33,7.7,2023-12-29T16:50:00Z,3200,7.7
7.7,7.7,7.7,28,7.7,2023-12-29T16:55:00Z,2800,7.7
7.7,7.7,7.7,12,7.7,2023-12-29T17:00:00Z,2200,7.7
7.7,7.7,7.7,2,7.7,2023-12-29T17:05:00Z,400,7.7
7.7,7.7,7.7,9,7.7,2023-12-29T17:20:00Z,1200,7.7
7.7,7.7,7.7,2,7.7,2023-12-29T17:35:00Z,763,7.7
7.78,7.78,7.78,2,7.78,2023-12-29T18:00:00Z,200,7.78
7.72,7.72,7.7,17,7.7,2023-12-29T18:30:00Z,3096,7.700646
7.7,7.7,7.7,1,7.7,2023-12-29T18:45:00Z,191,7.7
7.7,7.7,7.7,8,7.7,2023-12-29T18:50:00Z,1600,7.7
7.7,7.7,7.7,12,7.7,2023-12-29T18:55:00Z,1300,7.7
7.7001,7.7001,7.7001,1,7.7001,2023-12-29T19:20:00Z,490,7.7001
7.7,7.7,7.7,129,7.7,2023-12-29T19:25:00Z,13000,7.7
7.7,7.7,7.7,6,7.7,2023-12-29T19:30:00Z,1200,7.7
7.65,7.7,7.65,170,7.7,2023-12-29T19:35:00Z,21421,7.698133
7.65,7.65,7.64,5,7.65,2023-12-29T19:40:00Z,600,7.648333
7.81,7.81,7.67,9,7.67,2023-12-29T19:45:00Z,434,7.711198
7.66,7.66,7.66,3,7.66,2023-12-29T20:15:00Z,126,7.66
7.75,7.75,7.67,20,7.67,2023-12-29T20:20:00Z,1412,7.681501
7.73,7.75,7.71,200,7.71,2023-12-29T20:25:00Z,28223,7.745976
7.73,7.73,7.73,34,7.73,2023-12-29T20:30:00Z,6023,7.73
7.73,7.74,7.73,180,7.73,2023-12-29T20:35:00Z,3096,7.731295
7.75,7.75,7.75,115,7.75,2023-12-29T20:45:00Z,14852,7.75
7.81,7.87,7.81,14,7.85,2023-12-29T20:55:00Z,590,7.851966
7.87,7.87,7.87,1,7.87,2023-12-29T21:00:00Z,536,7.87
7.8,7.8,7.8,5,7.8,2024-01-02T14:30:00Z,1157,7.799879
7.675,7.68,7.5,12,7.5,2024-01-02T14:40:00Z,963,7.60878
7.69,7.69,7.65,4,7.65,2024-01-02T14:50:00Z,400,7.67625
7.68,7.68,7.68,1,7.68,2024-01-02T14:55:00Z,100,7.68
7.7,7.7,7.66,11,7.67,2024-01-02T15:05:00Z,714,7.671036
7.66,7.66,7.66,2,7.66,2024-01-02T15:10:00Z,101,7.660198
7.66,7.66,7.65,6,7.65,2024-01-02T15:15:00Z,359,7.657081
7.63,7.7,7.63,16,7.665,2024-01-02T15:20:00Z,743,7.657066
7.62,7.7,7.62,8,7.665,2024-01-02T15:25:00Z,450,7.655878
7.63,7.63,7.62,16,7.62,2024-01-02T15:30:00Z,924,7.630249
7.57,7.6,7.57,20,7.6,2024-01-02T15:35:00Z,1256,7.588925
7.58,7.58,7.58,3,7.58,2024-01-02T15:40:00Z,204,7.580196
7.59,7.59,7.58,13,7.58,2024-01-02T15:45:00Z,754,7.583011
7.57,7.58,7.57,15,7.58,2024-01-02T15:50:00Z,605,7.573471
