c,h,l,n,o,t,v,vw
91.94,92.3,91.84,11,92.3,2022-01-18T14:30:00Z,766,91.987937
92.09,92.09,92.03,4,92.03,2022-01-18T14:35:00Z,400,92.06
91.96,91.96,91.96,1,91.96,2022-01-18T14:40:00Z,124,91.96
93.15,93.15,92.83,22,92.91,2022-01-18T15:35:00Z,2217,92.90714
93.09,93.09,93.09,1,93.09,2022-01-18T15:50:00Z,100,93.09
93.81,93.81,93.81,11,93.81,2022-01-18T16:05:00Z,630,93.81
92.37,93.76,92.37,8,93.76,2022-01-19T14:30:00Z,403,93.07
92.2,92.21,92.2,3,92.21,2022-01-19T19:15:00Z,203,92.21
92.11,92.11,92.07,5,92.07,2022-01-21T14:30:00Z,302,92.08
92.41,92.41,92.41,2,92.41,2022-01-24T14:30:00Z,200,92.41
90.94,90.94,90.94,5,90.94,2022-01-25T14:30:00Z,203,90.94
89.14,89.14,89.14,1,89.14,2022-01-25T15:40:00Z,100,89.14
89.14,89.14,89.14,1,89.14,2022-01-25T15:45:00Z,230,89.14
89.2,89.2,89.2,1,89.2,2022-01-25T15:50:00Z,278,89.2
89.05,89.05,89.05,3,89.05,2022-01-25T17:05:00Z,201,89.05
89.76,89.76,89.76,1,89.76,2022-01-25T19:50:00Z,100,89.76
89.75,89.75,89.75,1,89.75,2022-01-25T20:00:00Z,178,89.75
95.2,95.2,88.8,27,88.8,2022-01-27T14:30:00Z,2123,92.888003
93.18,93.18,93.18,2,93.18,2022-01-27T14:40:00Z,300,93.18
94.18,94.18,94.18,1,94.18,2022-01-27T18:35:00Z,200,94.18
93.96,93.96,93.96,1,93.96,2022-01-27T19:05:00Z,100,93.96
93.7,93.91,93.23,18,93.82,2022-01-28T17:25:00Z,2599,93.64
94.15,94.15,94.15,3,94.15,2022-01-28T18:35:00Z,200,94.15
94.17,94.17,94.17,7,94.17,2022-01-28T18:50:00Z,600,94.17
94.12,94.12,94.12,3,94.12,2022-01-28T18:55:00Z,164,94.12
94.25,94.25,94.25,2,94.25,2022-01-31T14:30:00Z,200,94.25
95.62,95.62,95.62,4,95.62,2022-01-31T14:45:00Z,113,95.62
