c,h,l,n,o,t,v,vw
218.49,224.9793,218.49,59,219.8,2022-01-18T14:30:00Z,5170,221.307486
221.35,221.35,220.0,67,220.35,2022-01-18T14:40:00Z,1842,220.205059
220.41,220.5,219.35,77,220.5,2022-01-18T14:45:00Z,3391,219.970622
219.81,220.45,219.81,27,220.08,2022-01-18T14:50:00Z,1164,220.049648
221.56,222.14,220.38,14,220.38,2022-01-18T14:55:00Z,832,220.847144
219.195,221.16,219.15,84,220.11,2022-01-18T15:00:00Z,3069,219.743565
219.59,220.12,218.92,23,219.14,2022-01-18T15:05:00Z,1064,219.575609
221.345,221.345,219.645,63,219.645,2022-01-18T15:10:00Z,2735,220.1114
221.17,221.47,220.58,23,220.7,2022-01-18T15:15:00Z,1005,220.937781
220.5,220.86,220.5,36,220.86,2022-01-18T15:20:00Z,1139,220.613082
220.66,221.405,220.55,18,220.61,2022-01-18T15:25:00Z,1037,220.817705
222.11,222.11,221.46,76,221.46,2022-01-18T15:30:00Z,2172,221.718619
222.225,222.225,221.45,20,222.2,2022-01-18T15:35:00Z,566,221.947826
220.275,221.45,220.275,52,221.45,2022-01-18T15:40:00Z,1768,221.010215
221.45,221.45,220.38,22,220.38,2022-01-18T15:45:00Z,675,220.873519
222.25,222.25,221.035,117,221.4,2022-01-18T15:50:00Z,5076,221.537765
222.39,222.495,222.06,49,222.21,2022-01-18T15:55:00Z,1380,222.266554
221.96,222.61,221.96,72,222.24,2022-01-18T16:00:00Z,1671,222.188986
222.17,222.17,220.9,67,220.91,2022-01-18T16:05:00Z,2080,221.313834
222.09,222.09,221.75,26,221.75,2022-01-18T16:10:00Z,792,221.870202
221.01,221.81,220.44,37,221.81,2022-01-18T16:20:00Z,952,221.082789
219.56,220.37,219.31,31,220.37,2022-01-18T16:30:00Z,886,219.838183
219.59,219.8,218.85,142,219.5,2022-01-18T16:35:00Z,6021,219.221725
219.98,220.12,219.98,31,220.12,2022-01-18T16:40:00Z,805,220.071304
220.32,220.32,220.32,24,220.32,2022-01-18T16:45:00Z,503,220.290437
220.87,221.08,220.59,73,220.69,2022-01-18T16:50:00Z,2449,220.898616
221.08,221.58,221.08,50,221.28,2022-01-18T16:55:00Z,1274,221.207166
221.0,221.0,220.25,13,220.25,2022-01-18T17:05:00Z,440,220.555159
220.68,220.68,220.68,11,220.68,2022-01-18T17:10:00Z,340,220.705523
221.43,221.43,220.94,84,221.21,2022-01-18T17:15:00Z,1769,221.221916
221.09,221.09,220.89,27,221.09,2022-01-18T17:20:00Z,904,220.995503
220.3,220.71,220.3,27,220.71,2022-01-18T17:25:00Z,511,220.479913
