c,h,l,n,o,t,v,vw
48.28,48.28,48.28,1,48.28,2022-01-18T13:10:00Z,100,48.28
48.21,48.21,48.2,25,48.2,2022-01-18T14:30:00Z,40355,48.200923
48.2,48.21,48.2,18,48.2,2022-01-18T14:35:00Z,6734,48.207473
48.2,48.2,48.2,9,48.2,2022-01-18T14:40:00Z,1763,48.2
48.2,48.2,48.2,2,48.2,2022-01-18T14:45:00Z,259,48.2
48.2,48.2,48.2,5,48.2,2022-01-18T14:50:00Z,439,48.2
48.2,48.2,48.2,13,48.2,2022-01-18T14:55:00Z,2071,48.2
48.19,48.19,48.19,2,48.19,2022-01-18T15:05:00Z,101,48.19
48.19,48.2,48.18,21,48.2,2022-01-18T15:10:00Z,3561,48.182269
48.18,48.19,48.17,164,48.19,2022-01-18T15:15:00Z,44604,48.174845
48.17,48.17,48.16,182,48.17,2022-01-18T15:20:00Z,110052,48.166138
48.17,48.17,48.17,49,48.17,2022-01-18T15:25:00Z,21202,48.17
48.17,48.17,48.17,93,48.17,2022-01-18T15:30:00Z,20133,48.17
48.17,48.17,48.17,23,48.17,2022-01-18T15:35:00Z,5208,48.17
48.17,48.17,48.16,37,48.17,2022-01-18T15:40:00Z,10122,48.169678
48.17,48.17,48.15,35,48.17,2022-01-18T15:45:00Z,7497,48.160133
48.19,48.19,48.17,19,48.17,2022-01-18T15:50:00Z,1888,48.172871
48.19,48.19,48.18,24,48.19,2022-01-18T15:55:00Z,2798,48.19
48.19,48.19,48.18,7,48.19,2022-01-18T16:05:00Z,1241,48.19
48.18,48.19,48.18,4,48.19,2022-01-18T16:10:00Z,800,48.19
48.19,48.19,48.18,7,48.18,2022-01-18T16:15:00Z,960,48.181427
48.17,48.19,48.17,24,48.18,2022-01-18T16:20:00Z,5535,48.179299
48.17,48.17,48.17,5,48.17,2022-01-18T16:25:00Z,477,48.17
48.17,48.18,48.17,8,48.18,2022-01-18T16:30:00Z,1056,48.18
48.17,48.17,48.17,2,48.17,2022-01-18T16:35:00Z,200,48.17
48.17,48.18,48.17,17,48.18,2022-01-18T16:40:00Z,2739,48.17207
48.17,48.18,48.17,6,48.18,2022-01-18T16:45:00Z,1197,48.178354
48.17,48.17,48.16,11,48.16,2022-01-18T16:50:00Z,3129,48.17
48.18,48.18,48.17,16,48.17,2022-01-18T16:55:00Z,1798,48.1747
48.18,48.18,48.18,9,48.18,2022-01-18T17:00:00Z,1144,48.18
48.17,48.18,48.17,44,48.18,2022-01-18T17:05:00Z,10970,48.178645
48.18,48.18,48.17,10,48.17,2022-01-18T17:10:00Z,3029,48.18
48.18,48.18,48.17,9,48.17,2022-01-18T17:15:00Z,3267,48.170346
48.17,48.18,48.17,10,48.18,2022-01-18T17:20:00Z,2560,48.171367
48.16,48.17,48.16,4,48.17,2022-01-18T17:25:00Z,664,48.17
48.16,48.17,48.15,16,48.17,2022-01-18T17:30:00Z,1546,48.163092
48.16,48.16,48.16,44,48.16,2022-01-18T17:35:00Z,31677,48.16
48.16,48.16,48.15,4,48.16,2022-01-18T17:40:00Z,992,48.158931
48.15,48.16,48.14,11,48.15,2022-01-18T17:45:00Z,1703,48.151456
48.16,48.16,48.15,29,48.15,2022-01-18T17:50:00Z,10191,48.158959
48.16,48.16,48.15,9,48.15,2022-01-18T17:55:00Z,6486,48.157223
48.16,48.16,48.15,21,48.16,2022-01-18T18:00:00Z,5715,48.159675
48.16,48.16,48.15,21,48.15,2022-01-18T18:05:00Z,7117,48.154083
48.15,48.16,48.13,95,48.16,2022-01-18T18:10:00Z,59774,48.143734
48.15,48.15,48.15,6,48.15,2022-01-18T18:15:00Z,497,48.15
48.16,48.16,48.15,10,48.15,2022-01-18T18:20:00Z,1427,48.15384
48.16,48.16,48.16,3,48.16,2022-01-18T18:25:00Z,184,48.16
48.16,48.16,48.16,8,48.16,2022-01-18T18:30:00Z,2545,48.16
48.16,48.16,48.15,4,48.15,2022-01-18T18:35:00Z,1127,48.152094
48.15,48.16,48.15,40,48.16,2022-01-18T18:40:00Z,9428,48.159758
48.16,48.16,48.15,15,48.16,2022-01-18T18:45:00Z,4576,48.16
48.16,48.16,48.16,3,48.16,2022-01-18T18:50:00Z,2043,48.16
48.16,48.16,48.16,2,48.16,2022-01-18T18:55:00Z,210,48.16
48.16,48.16,48.16,7,48.16,2022-01-18T19:00:00Z,598,48.16
48.16,48.16,48.15,8,48.16,2022-01-18T19:05:00Z,2308,48.152634
48.16,48.16,48.15,18,48.15,2022-01-18T19:10:00Z,8024,48.156604
48.16,48.16,48.15,11,48.16,2022-01-18T19:15:00Z,2208,48.152695
48.15,48.16,48.15,15,48.16,2022-01-18T19:20:00Z,3009,48.16
48.16,48.16,48.15,5,48.16,2022-01-18T19:25:00Z,1727,48.16
48.17,48.17,48.15,13,48.16,2022-01-18T19:30:00Z,3768,48.16
