,2023-11-30,2023-08-31,2023-05-31,2023-02-28,2022-11-30
TaxEffectOfUnusualItems,0.0,0.0,0.0,0.0,0.0
TaxRateForCalcs,0.21,0.21,0.199565,0.083287,0.002433
NetIncomeFromContinuingOperationNetMinorityInterest,-4055619.0,7895951.0,-213259.0,19200484.0,6014265.0
NetInterestIncome,20657972.0,20459036.0,18669253.0,16738892.0,15267266.0
InterestExpense,12522357.0,12413462.0,11692822.0,10255051.0,8449900.0
InterestIncome,33180329.0,32872498.0,30362075.0,26993943.0,23717166.0
NormalizedIncome,-4055619.0,7895951.0,-213259.0,19200484.0,6014265.0
NetIncomeFromContinuingAndDiscontinuedOperation,-4055619.0,7895951.0,-213259.0,19200484.0,6014265.0
DilutedAverageShares,13052896.0,12158440.0,11862163.0,,11893173.0
BasicAverageShares,13052896.0,12158440.0,11862163.0,,11893173.0
DilutedEPS,-0.31,0.65,-0.02,,0.51
BasicEPS,-0.31,0.65,-0.02,,0.51
DilutedNIAvailtoComStockholders,-4055619.0,7895951.0,-213259.0,19200484.0,6014265.0
NetIncomeCommonStockholders,-4055619.0,7895951.0,-213259.0,19200484.0,6014265.0
NetIncome,-4055619.0,7895951.0,-213259.0,19200484.0,6014265.0
NetIncomeIncludingNoncontrollingInterests,-4055619.0,7895951.0,-213259.0,19200484.0,6014265.0
NetIncomeContinuousOperations,-4055619.0,7895951.0,-213259.0,19200484.0,6014265.0
TaxProvision,635794.0,-16124.0,-53170.0,1744443.0,14666.0
PretaxIncome,-3419825.0,7879827.0,-266429.0,20944927.0,6028931.0
GainOnSaleOfSecurity,60565.0,0.0,90691.0,80683.0,-740434.0
OperatingExpense,2331345.0,2160913.0,2306497.0,2646631.0,2071670.0
OtherOperatingExpenses,,110056.0,,382274.0,
SellingGeneralAndAdministration,2331345.0,2050857.0,2306497.0,2264357.0,2071670.0
GeneralAndAdministrativeExpense,2331345.0,2050857.0,2306497.0,2264357.0,2071670.0
TotalRevenue,-1088480.0,10040740.0,2040068.0,23591558.0,8100601.0
OperatingRevenue,-1088480.0,10040740.0,2040068.0,23591558.0,8100601.0
