,2023-10-31,2023-07-31,2023-04-30,2023-01-31,2022-10-31
TaxEffectOfUnusualItems,3550000.0,0.0,-88374000.0,0.0,0.0
TaxRateForCalcs,0.142,0.172,0.286,0.25625,0.306
NormalizedEBITDA,268000000.0,376000000.0,237000000.0,392000000.0,203000000.0
TotalUnusualItems,25000000.0,0.0,-309000000.0,,0.0
TotalUnusualItemsExcludingGoodwill,25000000.0,0.0,-309000000.0,,0.0
NetIncomeFromContinuingOperationNetMinorityInterest,67000000.0,137000000.0,-205000000.0,119000000.0,-20000000.0
ReconciledDepreciation,191000000.0,184000000.0,187000000.0,195000000.0,200000000.0
ReconciledCostOfRevenue,2080000000.0,2380000000.0,2028000000.0,2808000000.0,2294000000.0
EBITDA,293000000.0,376000000.0,-72000000.0,392000000.0,203000000.0
EBIT,102000000.0,192000000.0,-259000000.0,197000000.0,3000000.0
NetInterestIncome,-24000000.0,-26000000.0,-28000000.0,-27000000.0,-32000000.0
InterestExpense,24000000.0,26000000.0,28000000.0,37000000.0,32000000.0
NormalizedIncome,45550000.0,137000000.0,15626000.0,119000000.0,-20000000.0
NetIncomeFromContinuingAndDiscontinuedOperation,67000000.0,137000000.0,-205000000.0,119000000.0,-20000000.0
TotalExpenses,3243000000.0,3580000000.0,3131000000.0,4132000000.0,3543000000.0
DilutedAverageShares,163600000.0,163200000.0,160800000.0,161600000.0,159500000.0
BasicAverageShares,162000000.0,161700000.0,160800000.0,160100000.0,159500000.0
DilutedEPS,0.41,0.84,-1.27,0.74,-0.13
BasicEPS,0.41,0.85,-1.27,0.75,-0.13
DilutedNIAvailtoComStockholders,67000000.0,137000000.0,-205000000.0,119000000.0,-20000000.0
NetIncomeCommonStockholders,67000000.0,137000000.0,-205000000.0,119000000.0,-20000000.0
NetIncome,67000000.0,137000000.0,-205000000.0,119000000.0,-20000000.0
NetIncomeIncludingNoncontrollingInterests,67000000.0,137000000.0,-205000000.0,119000000.0,-20000000.0
NetIncomeContinuousOperations,67000000.0,137000000.0,-205000000.0,119000000.0,-20000000.0
TaxProvision,11000000.0,29000000.0,-82000000.0,41000000.0,-9000000.0
PretaxIncome,78000000.0,166000000.0,-287000000.0,160000000.0,-29000000.0
OtherIncomeExpense,25000000.0,,-309000000.0,,
SpecialIncomeCharges,25000000.0,0.0,-309000000.0,,0.0
GainOnSaleOfBusiness,25000000.0,0.0,-309000000.0,,0.0
NetNonOperatingInterestIncomeExpense,-24000000.0,-26000000.0,-28000000.0,-27000000.0,-32000000.0
InterestExpenseNonOperating,24000000.0,26000000.0,28000000.0,37000000.0,32000000.0
OperatingIncome,77000000.0,192000000.0,50000000.0,187000000.0,3000000.0
OperatingExpense,1163000000.0,1200000000.0,1103000000.0,1324000000.0,1249000000.0
SellingGeneralAndAdministration,1163000000.0,1200000000.0,1103000000.0,1324000000.0,1249000000.0
GrossProfit,1240000000.0,1392000000.0,1153000000.0,1511000000.0,1252000000.0
CostOfRevenue,2080000000.0,2380000000.0,2028000000.0,2808000000.0,2294000000.0
TotalRevenue,3320000000.0,3772000000.0,3181000000.0,4319000000.0,3546000000.0
OperatingRevenue,3320000000.0,3772000000.0,3181000000.0,4319000000.0,3546000000.0
