,2023-10-31,2023-07-31,2023-04-30,2023-01-31,2022-10-31
TaxEffectOfUnusualItems,0.0,0.0,0.0,0.0,0.0
TaxRateForCalcs,0.254,0.256,0.186,0.248329,0.246
NormalizedEBITDA,49707000.0,89476000.0,71598000.0,254688000.0,48512000.0
NetIncomeFromContinuingOperationNetMinorityInterest,14594000.0,46835000.0,37478000.0,171320000.0,16146000.0
ReconciledDepreciation,33584000.0,30882000.0,29186000.0,28919000.0,27578000.0
ReconciledCostOfRevenue,513577000.0,494402000.0,491443000.0,670354000.0,437226000.0
EBITDA,49707000.0,89476000.0,71598000.0,254688000.0,48512000.0
EBIT,16123000.0,58594000.0,42412000.0,225769000.0,20934000.0
NetInterestIncome,3434000.0,4342000.0,3647000.0,2150000.0,483000.0
InterestIncome,3434000.0,,,,483000.0
NormalizedIncome,14594000.0,46835000.0,37478000.0,171320000.0,16146000.0
NetIncomeFromContinuingAndDiscontinuedOperation,14594000.0,46835000.0,37478000.0,171320000.0,16146000.0
TotalExpenses,720282000.0,700387000.0,683835000.0,896982000.0,624100000.0
TotalOperatingIncomeAsReported,16123000.0,58594000.0,42412000.0,225769000.0,20934000.0
DilutedAverageShares,55576140.0,55801507.0,55777010.0,55808193.0,55683609.0
BasicAverageShares,55452533.0,55675357.0,55650375.0,55524883.0,55509525.0
DilutedEPS,0.26,0.84,0.67,3.07,0.29
BasicEPS,0.26,0.84,0.67,3.09,0.29
DilutedNIAvailtoComStockholders,14594000.0,46835000.0,37478000.0,171320000.0,16146000.0
NetIncomeCommonStockholders,14594000.0,46835000.0,37478000.0,171320000.0,16146000.0
NetIncome,14594000.0,46835000.0,37478000.0,171320000.0,16146000.0
NetIncomeIncludingNoncontrollingInterests,14594000.0,46835000.0,37478000.0,171320000.0,16146000.0
NetIncomeContinuousOperations,14594000.0,46835000.0,37478000.0,171320000.0,16146000.0
TaxProvision,4963000.0,16101000.0,8581000.0,56599000.0,5271000.0
PretaxIncome,19557000.0,62936000.0,46059000.0,227919000.0,21417000.0
NetNonOperatingInterestIncomeExpense,3434000.0,4342000.0,3647000.0,2150000.0,483000.0
TotalOtherFinanceCost,,-4342000.0,-3647000.0,-2150000.0,-483000.0
InterestIncomeNonOperating,3434000.0,,,,483000.0
OperatingIncome,16123000.0,58594000.0,42412000.0,225769000.0,20934000.0
OperatingExpense,206705000.0,205985000.0,192392000.0,226628000.0,186874000.0
SellingGeneralAndAdministration,206705000.0,205985000.0,192392000.0,226628000.0,186874000.0
GrossProfit,222828000.0,264579000.0,234804000.0,452397000.0,207808000.0
CostOfRevenue,513577000.0,494402000.0,491443000.0,670354000.0,437226000.0
TotalRevenue,736405000.0,758981000.0,726247000.0,1122751000.0,645034000.0
OperatingRevenue,736405000.0,758981000.0,726247000.0,1122751000.0,645034000.0
