,2023-10-31,2023-07-31,2023-04-30,2023-01-31,2022-10-31
TaxEffectOfUnusualItems,0.0,0.0,0.0,0.0,0.0
TaxRateForCalcs,0.213,0.229,0.218,0.232096,0.228
NormalizedEBITDA,649004000.0,900694000.0,942765000.0,1125537000.0,917922000.0
NetIncomeFromContinuingOperationNetMinorityInterest,276246000.0,468835000.0,514380000.0,659135000.0,526167000.0
ReconciledDepreciation,215530000.0,208380000.0,201907000.0,192363000.0,182792000.0
ReconciledCostOfRevenue,6881554000.0,6751495000.0,6387358000.0,7054590000.0,6579696000.0
EBITDA,649004000.0,900694000.0,942765000.0,1125537000.0,917922000.0
EBIT,433474000.0,692314000.0,740858000.0,933174000.0,735130000.0
NetInterestIncome,-82289000.0,-84337000.0,-83038000.0,-74818000.0,-53681000.0
InterestExpense,82289000.0,84337000.0,83038000.0,74818000.0,53681000.0
NormalizedIncome,276246000.0,468835000.0,514380000.0,659135000.0,526167000.0
NetIncomeFromContinuingAndDiscontinuedOperation,276246000.0,468835000.0,514380000.0,659135000.0,526167000.0
TotalExpenses,9260608000.0,9103867000.0,8601974000.0,9269733000.0,8729346000.0
TotalOperatingIncomeAsReported,433474000.0,692314000.0,740858000.0,933174000.0,735545000.0
DilutedAverageShares,219799000.0,219952000.0,220107000.0,222702000.0,225697000.0
BasicAverageShares,219480000.0,219403000.0,219193000.0,221564000.0,224527000.0
DilutedEPS,1.26,2.13,2.34,2.96,2.33
BasicEPS,1.26,2.14,2.35,2.97,2.34
DilutedNIAvailtoComStockholders,276246000.0,468835000.0,514380000.0,659135000.0,526167000.0
NetIncomeCommonStockholders,276246000.0,468835000.0,514380000.0,659135000.0,526167000.0
NetIncome,276246000.0,468835000.0,514380000.0,659135000.0,526167000.0
NetIncomeIncludingNoncontrollingInterests,276246000.0,468835000.0,514380000.0,659135000.0,526167000.0
NetIncomeContinuousOperations,276246000.0,468835000.0,514380000.0,659135000.0,526167000.0
TaxProvision,74939000.0,139142000.0,143440000.0,199221000.0,155282000.0
PretaxIncome,351185000.0,607977000.0,657820000.0,858356000.0,681449000.0
OtherIncomeExpense,,,,0.0,-415000.0
OtherNonOperatingIncomeExpenses,,,,0.0,-415000.0
NetNonOperatingInterestIncomeExpense,-82289000.0,-84337000.0,-83038000.0,-74818000.0,-53681000.0
InterestExpenseNonOperating,82289000.0,84337000.0,83038000.0,74818000.0,53681000.0
OperatingIncome,433474000.0,692314000.0,740858000.0,933174000.0,735545000.0
OperatingExpense,2379054000.0,2352372000.0,2214616000.0,2215143000.0,2149650000.0
SellingGeneralAndAdministration,2379054000.0,2352372000.0,2214616000.0,2215143000.0,2149650000.0
GrossProfit,2812528000.0,3044686000.0,2955474000.0,3148317000.0,2885195000.0
CostOfRevenue,6881554000.0,6751495000.0,6387358000.0,7054590000.0,6579696000.0
TotalRevenue,9694082000.0,9796181000.0,9342832000.0,10202907000.0,9464891000.0
OperatingRevenue,9694082000.0,9796181000.0,9342832000.0,10202907000.0,9464891000.0
