,2023-09-30,2023-06-30,2023-03-31,2022-12-31
TaxEffectOfUnusualItems,0.0,0.0,342.0,0.0
TaxRateForCalcs,0.164,0.152,0.171,0.191653
TotalUnusualItems,0.0,0.0,2000.0,0.0
TotalUnusualItemsExcludingGoodwill,0.0,0.0,2000.0,0.0
NetIncomeFromContinuingOperationNetMinorityInterest,18219000.0,16846000.0,20457000.0,22544000.0
ReconciledDepreciation,1228000.0,1553000.0,1430000.0,1632000.0
NetInterestIncome,55618000.0,55824000.0,59842000.0,63107000.0
InterestExpense,17849000.0,14247000.0,6823000.0,2914000.0
InterestIncome,73467000.0,70071000.0,66665000.0,66021000.0
NormalizedIncome,18219000.0,16846000.0,20455342.0,22544000.0
NetIncomeFromContinuingAndDiscontinuedOperation,18219000.0,16846000.0,20457000.0,22544000.0
DilutedAverageShares,35115165.0,35126590.0,35445340.0,35480848.0
BasicAverageShares,35022676.0,35058155.0,35108390.0,35104701.0
DilutedEPS,0.51,0.48,0.58,0.64
BasicEPS,0.52,0.48,0.58,0.64
DilutedNIAvailtoComStockholders,18219000.0,16846000.0,20457000.0,22544000.0
NetIncomeCommonStockholders,18219000.0,16846000.0,20457000.0,22544000.0
NetIncome,18219000.0,16846000.0,20457000.0,22544000.0
NetIncomeIncludingNoncontrollingInterests,18219000.0,16846000.0,20457000.0,22544000.0
NetIncomeContinuousOperations,18219000.0,16846000.0,20457000.0,22544000.0
TaxProvision,3578000.0,3025000.0,4213000.0,5345000.0
PretaxIncome,21797000.0,19871000.0,24670000.0,27889000.0
GainOnSaleOfSecurity,-1940000.0,0.0,-286000.0,-256000.0
DepreciationAmortizationDepletionIncomeStatement,595000.0,623000.0,623000.0,671000.0
DepreciationAndAmortizationInIncomeStatement,595000.0,623000.0,623000.0,671000.0
Amortization,595000.0,623000.0,623000.0,671000.0
AmortizationOfIntangiblesIncomeStatement,595000.0,623000.0,623000.0,671000.0
SellingGeneralAndAdministration,26215000.0,26019000.0,26788000.0,13590000.0
SellingAndMarketingExpense,389000.0,441000.0,402000.0,675000.0
GeneralAndAdministrativeExpense,25826000.0,25578000.0,26386000.0,12915000.0
InsuranceAndClaims,818000.0,797000.0,850000.0,490000.0
SalariesAndWages,25008000.0,24781000.0,25536000.0,24856000.0
TotalRevenue,61889000.0,63105000.0,68100000.0,69691000.0
OperatingRevenue,61889000.0,63105000.0,68100000.0,69691000.0
