,2023-10-31,2023-07-31,2023-04-30,2023-01-31,2022-10-31
TaxEffectOfUnusualItems,0.0,0.0,-22755000.0,-467600000.0,-18752893.124575
TaxRateForCalcs,0.203972,0.209,0.205,0.4,0.193329
TotalUnusualItems,0.0,0.0,-111000000.0,-1169000000.0,-97000000.0
TotalUnusualItemsExcludingGoodwill,0.0,0.0,-111000000.0,-1169000000.0,-97000000.0
NetIncomeFromContinuingOperationNetMinorityInterest,1475000000.0,1420000000.0,1677000000.0,423000000.0,1178000000.0
ReconciledDepreciation,310000000.0,274000000.0,282000000.0,277000000.0,278000000.0
NetInterestIncome,3197000000.0,3236000000.0,3187000000.0,3205000000.0,3185000000.0
InterestExpense,9260000000.0,8383000000.0,7496000000.0,7055000000.0,5007000000.0
InterestIncome,12457000000.0,11619000000.0,10683000000.0,10260000000.0,8192000000.0
NormalizedIncome,1475000000.0,1420000000.0,1765245000.0,1124400000.0,1256247106.875425
NetIncomeFromContinuingAndDiscontinuedOperation,1475000000.0,1420000000.0,1677000000.0,423000000.0,1178000000.0
DilutedAverageShares,,919063000.0,913219000.0,907725000.0,
BasicAverageShares,,918551000.0,912297000.0,906770000.0,
DilutedEPS,,1.47,1.76,0.39,
BasicEPS,,1.47,1.77,0.39,
DilutedNIAvailtoComStockholders,1413000000.0,1354000000.0,1610000000.0,351000000.0,1141000000.0
NetIncomeCommonStockholders,1413000000.0,1354000000.0,1610000000.0,351000000.0,1141000000.0
PreferredStockDividends,62000000.0,66000000.0,67000000.0,72000000.0,37000000.0
NetIncome,1475000000.0,1420000000.0,1677000000.0,423000000.0,1178000000.0
MinorityInterests,-8000000.0,-10000000.0,-11000000.0,-9000000.0,-7000000.0
NetIncomeIncludingNoncontrollingInterests,1483000000.0,1430000000.0,1688000000.0,432000000.0,1185000000.0
NetIncomeContinuousOperations,1483000000.0,1430000000.0,1688000000.0,432000000.0,1185000000.0
TaxProvision,380000000.0,377000000.0,436000000.0,738000000.0,284000000.0
PretaxIncome,1863000000.0,1807000000.0,2124000000.0,1170000000.0,1469000000.0
SpecialIncomeCharges,0.0,0.0,-111000000.0,-1169000000.0,-97000000.0
OtherSpecialCharges,0.0,,111000000.0,1169000000.0,85000000.0
RestructuringAndMergernAcquisition,,,,,12000000.0
GainOnSaleOfSecurity,626000000.0,589000000.0,526000000.0,688000000.0,303000000.0
SellingGeneralAndAdministration,1977000000.0,1964000000.0,1931000000.0,1982000000.0,1998000000.0
SellingAndMarketingExpense,87000000.0,76000000.0,68000000.0,73000000.0,101000000.0
GeneralAndAdministrativeExpense,1890000000.0,1888000000.0,1863000000.0,1909000000.0,1897000000.0
SalariesAndWages,1890000000.0,1888000000.0,1863000000.0,1909000000.0,1897000000.0
TotalRevenue,5849000000.0,5847000000.0,5663000000.0,5931000000.0,5367000000.0
OperatingRevenue,5849000000.0,5847000000.0,5663000000.0,5931000000.0,5367000000.0
