,2023-10-31,2023-07-31,2023-04-30,2023-01-31,2022-10-31
TaxEffectOfUnusualItems,-76972.166828,-7005390.0,-482036.0,-1450042.0,354644.692616
TaxRateForCalcs,0.154253,0.21,0.074,0.038,0.285543
NormalizedEBITDA,477537000.0,418094000.0,358039000.0,374941000.0,269943000.0
TotalUnusualItems,-499000.0,-33359000.0,-6514000.0,-38159000.0,1242000.0
TotalUnusualItemsExcludingGoodwill,-499000.0,-33359000.0,-6514000.0,-38159000.0,1242000.0
NetIncomeFromContinuingOperationNetMinorityInterest,349190000.0,336252000.0,272910000.0,271536000.0,153500000.0
ReconciledDepreciation,67087000.0,63111000.0,59628000.0,57294000.0,58697000.0
ReconciledCostOfRevenue,273285000.0,251068000.0,244968000.0,233777000.0,230742000.0
EBITDA,477038000.0,384735000.0,351525000.0,336782000.0,271185000.0
EBIT,409951000.0,321624000.0,291897000.0,279488000.0,212488000.0
NetInterestIncome,9539000.0,11535000.0,7787000.0,6635000.0,3310000.0
InterestExpense,260000.0,342000.0,312000.0,264000.0,359000.0
InterestIncome,9799000.0,11877000.0,8099000.0,6899000.0,3669000.0
NormalizedIncome,349612027.833172,362605610.0,278941964.0,308244958.0,152612644.692616
NetIncomeFromContinuingAndDiscontinuedOperation,349190000.0,336252000.0,272910000.0,271536000.0,153500000.0
TotalExpenses,1169989000.0,1158429000.0,1103391000.0,1064549000.0,1066919000.0
TotalOperatingIncomeAsReported,430521000.0,295474000.0,287332000.0,255932000.0,217373000.0
DilutedAverageShares,154845000.0,154947000.0,154730000.0,155076000.0,155749000.0
BasicAverageShares,151972000.0,152023000.0,152187000.0,152401000.0,152761000.0
DilutedEPS,2.26,2.17,1.76,1.75,0.99
BasicEPS,2.3,2.21,1.79,1.78,1.0
DilutedNIAvailtoComStockholders,349190000.0,336252000.0,272910000.0,271536000.0,153500000.0
NetIncomeCommonStockholders,349190000.0,336252000.0,272910000.0,271536000.0,153500000.0
NetIncome,349190000.0,336252000.0,272910000.0,271536000.0,153500000.0
MinorityInterests,2695000.0,3197000.0,2962000.0,2909000.0,1943000.0
NetIncomeIncludingNoncontrollingInterests,346495000.0,333055000.0,269948000.0,268627000.0,151557000.0
NetIncomeContinuousOperations,346495000.0,333055000.0,269948000.0,268627000.0,151557000.0
TaxProvision,63196000.0,-11773000.0,21637000.0,10597000.0,60572000.0
PretaxIncome,409691000.0,321282000.0,291585000.0,279224000.0,212129000.0
OtherIncomeExpense,-28987000.0,-19112000.0,-7674000.0,-24202000.0,-8554000.0
OtherNonOperatingIncomeExpenses,-28488000.0,14247000.0,-1160000.0,13957000.0,-9796000.0
SpecialIncomeCharges,1382000.0,-33385000.0,-4140000.0,-40859000.0,0.0
RestructuringAndMergernAcquisition,-1382000.0,33385000.0,4140000.0,40859000.0,0.0
GainOnSaleOfSecurity,-1881000.0,26000.0,-2374000.0,2700000.0,1242000.0
NetNonOperatingInterestIncomeExpense,9539000.0,11535000.0,7787000.0,6635000.0,3310000.0
InterestExpenseNonOperating,260000.0,342000.0,312000.0,264000.0,359000.0
InterestIncomeNonOperating,9799000.0,11877000.0,8099000.0,6899000.0,3669000.0
OperatingIncome,429139000.0,328859000.0,291472000.0,296791000.0,217373000.0
OperatingExpense,837646000.0,850947000.0,805377000.0,780195000.0,784198000.0
DepreciationAmortizationDepletionIncomeStatement,8029000.0,6697000.0,6582000.0,6717000.0,6718000.0
DepreciationAndAmortizationInIncomeStatement,8029000.0,6697000.0,6582000.0,6717000.0,6718000.0
Amortization,8029000.0,6697000.0,6582000.0,6717000.0,6718000.0
AmortizationOfIntangiblesIncomeStatement,8029000.0,6697000.0,6582000.0,6717000.0,6718000.0
ResearchAndDevelopment,488485000.0,507402000.0,485597000.0,465329000.0,461618000.0
SellingGeneralAndAdministration,341132000.0,336848000.0,313198000.0,308149000.0,315862000.0
SellingAndMarketingExpense,228982000.0,227134000.0,222115000.0,210785000.0,208448000.0
GeneralAndAdministrativeExpense,112150000.0,109714000.0,91083000.0,97364000.0,107414000.0
OtherGandA,112150000.0,109714000.0,91083000.0,97364000.0,107414000.0
SalariesAndWages,,44213000.0,,,
GrossProfit,1266785000.0,1179806000.0,1096849000.0,1076986000.0,1001571000.0
CostOfRevenue,332343000.0,307482000.0,298014000.0,284354000.0,282721000.0
TotalRevenue,1599128000.0,1487288000.0,1394863000.0,1361340000.0,1284292000.0
OperatingRevenue,1599128000.0,1487288000.0,1394863000.0,1361340000.0,1284292000.0
