,2023-10-31,2023-07-31,2023-04-30,2023-01-31,2022-10-31
TaxEffectOfUnusualItems,0.0,0.0,0.0,0.0,0.0
TaxRateForCalcs,0.21,0.348,0.255,0.232338,0.256
NormalizedEBITDA,13735000.0,7450000.0,-10177000.0,24805000.0,26339000.0
NetIncomeFromContinuingOperationNetMinorityInterest,-1331000.0,-3288000.0,-15639000.0,11029000.0,12877000.0
ReconciledDepreciation,10663000.0,8967000.0,8782000.0,8764000.0,7839000.0
ReconciledCostOfRevenue,237384000.0,208678000.0,187485000.0,256481000.0,238898000.0
EBITDA,13735000.0,7450000.0,-10177000.0,24805000.0,26339000.0
EBIT,3072000.0,-1517000.0,-18959000.0,16041000.0,18500000.0
NetInterestIncome,-3944000.0,-3527000.0,-2047000.0,-1674000.0,-1187000.0
InterestExpense,3944000.0,3527000.0,2047000.0,1674000.0,1187000.0
NormalizedIncome,-1331000.0,-3288000.0,-15639000.0,11029000.0,12877000.0
NetIncomeFromContinuingAndDiscontinuedOperation,-1331000.0,-3288000.0,-15639000.0,11029000.0,12877000.0
TotalExpenses,337497000.0,311012000.0,286488000.0,363228000.0,341220000.0
TotalOperatingIncomeAsReported,3072000.0,-1517000.0,-18959000.0,16041000.0,18500000.0
DilutedAverageShares,37393000.0,37498000.0,37610000.0,37944000.0,38681000.0
BasicAverageShares,37393000.0,37498000.0,37610000.0,37642000.0,38414000.0
DilutedEPS,-0.04,-0.09,-0.42,0.29,0.33
BasicEPS,-0.04,-0.09,-0.42,0.29,0.34
DilutedNIAvailtoComStockholders,-1331000.0,-3288000.0,-15639000.0,11029000.0,12877000.0
NetIncomeCommonStockholders,-1331000.0,-3288000.0,-15639000.0,11029000.0,12877000.0
NetIncome,-1331000.0,-3288000.0,-15639000.0,11029000.0,12877000.0
NetIncomeIncludingNoncontrollingInterests,-1331000.0,-3288000.0,-15639000.0,11029000.0,12877000.0
NetIncomeContinuousOperations,-1331000.0,-3288000.0,-15639000.0,11029000.0,12877000.0
TaxProvision,459000.0,-1756000.0,-5367000.0,3338000.0,4436000.0
PretaxIncome,-872000.0,-5044000.0,-21006000.0,14367000.0,17313000.0
NetNonOperatingInterestIncomeExpense,-3944000.0,-3527000.0,-2047000.0,-1674000.0,-1187000.0
InterestExpenseNonOperating,3944000.0,3527000.0,2047000.0,1674000.0,1187000.0
OperatingIncome,3072000.0,-1517000.0,-18959000.0,16041000.0,18500000.0
OperatingExpense,100113000.0,102334000.0,99003000.0,106747000.0,102322000.0
SellingGeneralAndAdministration,100113000.0,102334000.0,99003000.0,106747000.0,102322000.0
GrossProfit,103185000.0,100817000.0,80044000.0,122788000.0,120822000.0
CostOfRevenue,237384000.0,208678000.0,187485000.0,256481000.0,238898000.0
TotalRevenue,340569000.0,309495000.0,267529000.0,379269000.0,359720000.0
OperatingRevenue,340569000.0,309495000.0,267529000.0,379269000.0,359720000.0
