,2023-10-31,2023-07-31,2023-04-30,2023-01-31,2022-10-31
TaxEffectOfUnusualItems,-70432.0,-58240770.0,160512.0,103450.236414,-1837773.0
TaxRateForCalcs,0.008,0.21,0.076,0.151022,0.217
NormalizedEBITDA,20029000.0,1472000.0,14874000.0,-41254000.0,48278000.0
TotalUnusualItems,-8804000.0,-277337000.0,2112000.0,685000.0,-8469000.0
TotalUnusualItemsExcludingGoodwill,-8804000.0,-277337000.0,2112000.0,685000.0,-8469000.0
NetIncomeFromContinuingOperationNetMinorityInterest,-38250000.0,-382002000.0,-29415000.0,-51013000.0,22746000.0
ReconciledDepreciation,24211000.0,23689000.0,26158000.0,11097000.0,8496000.0
ReconciledCostOfRevenue,88575000.0,118826000.0,112317000.0,57223000.0,54553000.0
EBITDA,11225000.0,-275865000.0,16986000.0,-40569000.0,39809000.0
EBIT,-12986000.0,-299554000.0,-9172000.0,-51666000.0,31313000.0
NetInterestIncome,-26829000.0,-25942000.0,-21586000.0,-2597000.0,-1647000.0
InterestExpense,25566000.0,25845000.0,22655000.0,8398000.0,2207000.0
InterestIncome,574000.0,674000.0,1069000.0,,839000.0
NormalizedIncome,-29516432.0,-162905770.0,-31366488.0,-51594549.763586,29377227.0
NetIncomeFromContinuingAndDiscontinuedOperation,-38250000.0,-382002000.0,-29415000.0,-51013000.0,22746000.0
TotalExpenses,207360000.0,258926000.0,248419000.0,223171000.0,138332000.0
TotalOperatingIncomeAsReported,-12373000.0,-300109000.0,-11880000.0,-55659000.0,37369000.0
DilutedAverageShares,64216000.0,64005000.0,63924000.0,63924000.0,63855000.0
BasicAverageShares,64216000.0,64005000.0,63924000.0,63864000.0,63764000.0
DilutedEPS,-0.6,-5.97,-0.46,-0.8,0.36
BasicEPS,-0.6,-5.97,-0.46,-0.8,0.36
DilutedNIAvailtoComStockholders,-38250000.0,-382002000.0,-29415000.0,-51013000.0,22746000.0
NetIncomeCommonStockholders,-38250000.0,-382002000.0,-29415000.0,-51013000.0,22746000.0
NetIncome,-38250000.0,-382002000.0,-29415000.0,-51013000.0,22746000.0
MinorityInterests,2000.0,1000.0,2000.0,2000.0,3000.0
NetIncomeIncludingNoncontrollingInterests,-38252000.0,-382003000.0,-29417000.0,-51015000.0,22743000.0
NetIncomeContinuousOperations,-38252000.0,-382003000.0,-29417000.0,-51015000.0,22743000.0
EarningsFromEquityInterestNetOfTax,-11000.0,-12000.0,-7000.0,-22000.0,-36000.0
TaxProvision,-311000.0,56592000.0,-2417000.0,-9071000.0,6327000.0
PretaxIncome,-38552000.0,-325399000.0,-31827000.0,-60064000.0,29106000.0
OtherIncomeExpense,-5262000.0,-278903000.0,1639000.0,-1808000.0,-8533000.0
OtherNonOperatingIncomeExpenses,3542000.0,-1566000.0,-473000.0,-2493000.0,-64000.0
SpecialIncomeCharges,-11577000.0,-279782000.0,-33000.0,-1532000.0,-9201000.0
GainOnSaleOfBusiness,0.0,0.0,,0.0,327000.0
OtherSpecialCharges,3675000.0,,,0.0,7255000.0
WriteOff,1990000.0,227000.0,33000.0,1532000.0,29000.0
ImpairmentOfCapitalAssets,2266000.0,279555000.0,,,0.0
RestructuringAndMergernAcquisition,3646000.0,,,,2244000.0
GainOnSaleOfSecurity,2773000.0,2445000.0,2145000.0,,732000.0
NetNonOperatingInterestIncomeExpense,-26829000.0,-25942000.0,-21586000.0,-2597000.0,-1647000.0
TotalOtherFinanceCost,1837000.0,771000.0,,,279000.0
InterestExpenseNonOperating,25566000.0,25845000.0,22655000.0,8398000.0,2207000.0
InterestIncomeNonOperating,574000.0,674000.0,1069000.0,,839000.0
OperatingIncome,-6461000.0,-20554000.0,-11880000.0,-55659000.0,39286000.0
OperatingExpense,99427000.0,121282000.0,114826000.0,152576000.0,75283000.0
DepreciationAmortizationDepletionIncomeStatement,4853000.0,4871000.0,4882000.0,-2275000.0,0.0
DepreciationAndAmortizationInIncomeStatement,4853000.0,4871000.0,4882000.0,-2275000.0,0.0
Amortization,4853000.0,4871000.0,4882000.0,-2275000.0,0.0
AmortizationOfIntangiblesIncomeStatement,4853000.0,4871000.0,4882000.0,-2275000.0,0.0
ResearchAndDevelopment,46911000.0,51387000.0,51827000.0,52899000.0,35056000.0
SellingGeneralAndAdministration,47663000.0,65024000.0,58117000.0,101952000.0,40227000.0
GeneralAndAdministrativeExpense,,65024000.0,,,
OtherGandA,,55615000.0,,,
SalariesAndWages,,9409000.0,,,
GrossProfit,92966000.0,100728000.0,102946000.0,96917000.0,114569000.0
CostOfRevenue,107933000.0,137644000.0,133593000.0,70595000.0,63049000.0
TotalRevenue,200899000.0,238372000.0,236539000.0,167512000.0,177618000.0
OperatingRevenue,200899000.0,238372000.0,236539000.0,167512000.0,177618000.0
