,2023-10-31,2023-07-31,2023-04-30,2023-01-31,2022-10-31
TaxEffectOfUnusualItems,0.0,0.0,0.0,0.0,0.0
TaxRateForCalcs,0.204272,0.211,0.211,0.205,0.20441
NormalizedEBITDA,218814000.0,201243000.0,198641000.0,168044000.0,207886000.0
NetIncomeFromContinuingOperationNetMinorityInterest,127778000.0,127891000.0,127563000.0,104261000.0,141249000.0
ReconciledDepreciation,31261000.0,27102000.0,27101000.0,26434000.0,24681000.0
ReconciledCostOfRevenue,335220000.0,288357000.0,298040000.0,281610000.0,320398000.0
EBITDA,218814000.0,201243000.0,198641000.0,168044000.0,207886000.0
EBIT,187553000.0,174141000.0,171540000.0,141610000.0,183205000.0
NetInterestIncome,-25921000.0,-11486000.0,-9475000.0,-9943000.0,-5095000.0
InterestExpense,26973000.0,12089000.0,9913000.0,10530000.0,5665000.0
InterestIncome,1052000.0,603000.0,438000.0,587000.0,570000.0
NormalizedIncome,127778000.0,127891000.0,127563000.0,104261000.0,141249000.0
NetIncomeFromContinuingAndDiscontinuedOperation,127778000.0,127891000.0,127563000.0,104261000.0,141249000.0
TotalExpenses,534274000.0,477681000.0,477658000.0,466258000.0,505972000.0
TotalOperatingIncomeAsReported,185039000.0,170996000.0,172507000.0,144219000.0,177609000.0
DilutedAverageShares,57552000.0,57530000.0,57680000.0,57762000.0,57823000.0
BasicAverageShares,57020000.0,56989000.0,57184000.0,57170000.0,57170000.0
DilutedEPS,2.22,2.22,2.21,1.81,2.44
BasicEPS,2.24,2.24,2.23,1.82,2.47
DilutedNIAvailtoComStockholders,127778000.0,127891000.0,127563000.0,104261000.0,141249000.0
NetIncomeCommonStockholders,127778000.0,127891000.0,127563000.0,104261000.0,141249000.0
NetIncome,127778000.0,127891000.0,127563000.0,104261000.0,141249000.0
NetIncomeIncludingNoncontrollingInterests,127778000.0,127891000.0,127563000.0,104261000.0,141249000.0
NetIncomeContinuousOperations,127778000.0,127891000.0,127563000.0,104261000.0,141249000.0
TaxProvision,32802000.0,34161000.0,34064000.0,26819000.0,36291000.0
PretaxIncome,160580000.0,162052000.0,161627000.0,131080000.0,177540000.0
OtherIncomeExpense,1462000.0,2542000.0,-1405000.0,-3196000.0,5026000.0
OtherNonOperatingIncomeExpenses,1462000.0,2542000.0,-1405000.0,-3196000.0,5026000.0
NetNonOperatingInterestIncomeExpense,-25921000.0,-11486000.0,-9475000.0,-9943000.0,-5095000.0
InterestExpenseNonOperating,26973000.0,12089000.0,9913000.0,10530000.0,5665000.0
InterestIncomeNonOperating,1052000.0,603000.0,438000.0,587000.0,570000.0
OperatingIncome,185039000.0,170996000.0,172507000.0,144219000.0,177609000.0
OperatingExpense,199054000.0,189324000.0,179618000.0,184648000.0,185574000.0
SellingGeneralAndAdministration,199054000.0,189324000.0,179618000.0,184648000.0,185574000.0
GrossProfit,384093000.0,360320000.0,352125000.0,328867000.0,363183000.0
CostOfRevenue,335220000.0,288357000.0,298040000.0,281610000.0,320398000.0
TotalRevenue,719313000.0,648677000.0,650165000.0,610477000.0,683581000.0
OperatingRevenue,719313000.0,648677000.0,650165000.0,610477000.0,683581000.0
