,2023-10-31,2023-07-31,2023-04-30,2023-01-31,2022-10-31
TaxEffectOfUnusualItems,1976000.0,10440000.0,6990000.0,-11587561.374795,-5192000.0
TaxRateForCalcs,0.247,0.261,0.233,0.193126,0.236
NormalizedEBITDA,583000000.0,577000000.0,539000000.0,922000000.0,617000000.0
TotalUnusualItems,8000000.0,40000000.0,30000000.0,-60000000.0,-22000000.0
TotalUnusualItemsExcludingGoodwill,8000000.0,40000000.0,30000000.0,-60000000.0,-22000000.0
NetIncomeFromContinuingOperationNetMinorityInterest,263000000.0,274000000.0,244000000.0,495000000.0,277000000.0
ReconciledDepreciation,229000000.0,236000000.0,237000000.0,239000000.0,226000000.0
ReconciledCostOfRevenue,7524000000.0,7363000000.0,7317000000.0,11795000000.0,8255000000.0
EBITDA,591000000.0,617000000.0,569000000.0,862000000.0,595000000.0
EBIT,362000000.0,381000000.0,332000000.0,623000000.0,369000000.0
NetInterestIncome,-14000000.0,-12000000.0,-12000000.0,-12000000.0,-10000000.0
InterestExpense,14000000.0,12000000.0,12000000.0,12000000.0,10000000.0
NormalizedIncome,256976000.0,244440000.0,220990000.0,543412438.625205,293808000.0
NetIncomeFromContinuingAndDiscontinuedOperation,263000000.0,274000000.0,244000000.0,495000000.0,277000000.0
TotalExpenses,9402000000.0,9242000000.0,9165000000.0,14052000000.0,10196000000.0
TotalOperatingIncomeAsReported,354000000.0,348000000.0,311000000.0,597000000.0,365000000.0
DilutedAverageShares,218300000.0,219000000.0,219900000.0,221800000.0,226200000.0
BasicAverageShares,217800000.0,218600000.0,218900000.0,220900000.0,225500000.0
DilutedEPS,1.21,1.25,1.11,2.23,1.22
BasicEPS,1.21,1.25,1.11,2.24,1.23
DilutedNIAvailtoComStockholders,263000000.0,274000000.0,244000000.0,495000000.0,277000000.0
NetIncomeCommonStockholders,263000000.0,274000000.0,244000000.0,495000000.0,277000000.0
NetIncome,263000000.0,274000000.0,244000000.0,495000000.0,277000000.0
NetIncomeIncludingNoncontrollingInterests,263000000.0,274000000.0,244000000.0,495000000.0,277000000.0
NetIncomeContinuousOperations,263000000.0,274000000.0,244000000.0,495000000.0,277000000.0
EarningsFromEquityInterestNetOfTax,1000000.0,1000000.0,-1000000.0,2000000.0,2000000.0
TaxProvision,86000000.0,96000000.0,75000000.0,118000000.0,84000000.0
PretaxIncome,348000000.0,369000000.0,320000000.0,611000000.0,359000000.0
OtherIncomeExpense,8000000.0,40000000.0,30000000.0,-60000000.0,-22000000.0
SpecialIncomeCharges,0.0,28000000.0,9000000.0,-86000000.0,-26000000.0
GainOnSaleOfBusiness,0.0,21000000.0,,,0.0
RestructuringAndMergernAcquisition,0.0,-7000000.0,-9000000.0,86000000.0,26000000.0
GainOnSaleOfSecurity,8000000.0,12000000.0,21000000.0,26000000.0,4000000.0
NetNonOperatingInterestIncomeExpense,-14000000.0,-12000000.0,-12000000.0,-12000000.0,-10000000.0
InterestExpenseNonOperating,14000000.0,12000000.0,12000000.0,12000000.0,10000000.0
OperatingIncome,354000000.0,341000000.0,302000000.0,683000000.0,391000000.0
OperatingExpense,1878000000.0,1879000000.0,1848000000.0,2257000000.0,1941000000.0
SellingGeneralAndAdministration,1878000000.0,1879000000.0,1848000000.0,2257000000.0,1941000000.0
GrossProfit,2232000000.0,2220000000.0,2150000000.0,2940000000.0,2332000000.0
CostOfRevenue,7524000000.0,7363000000.0,7317000000.0,11795000000.0,8255000000.0
TotalRevenue,9756000000.0,9583000000.0,9467000000.0,14735000000.0,10587000000.0
OperatingRevenue,9756000000.0,9583000000.0,9467000000.0,14735000000.0,10587000000.0
