,2023-09-30,2023-06-30,2023-03-31,2022-12-31
TaxEffectOfUnusualItems,-650950.0,0.0,0.0,0.0
TaxRateForCalcs,0.277,0.274,0.27,0.274142
NormalizedEBITDA,267335000.0,225380000.0,183134000.0,208944000.0
TotalUnusualItems,-2350000.0,,,
TotalUnusualItemsExcludingGoodwill,-2350000.0,,,
NetIncomeFromContinuingOperationNetMinorityInterest,169409000.0,140595000.0,111473000.0,126300000.0
ReconciledDepreciation,30286000.0,28995000.0,28498000.0,27978000.0
ReconciledCostOfRevenue,2662126000.0,2555562000.0,2454370000.0,2495022000.0
EBITDA,264985000.0,225380000.0,183134000.0,208944000.0
EBIT,234699000.0,196385000.0,154636000.0,180966000.0
NetInterestIncome,-90000.0,-2692000.0,-1832000.0,-4204000.0
InterestExpense,90000.0,2692000.0,1832000.0,6965000.0
NormalizedIncome,171108050.0,140595000.0,111473000.0,126300000.0
NetIncomeFromContinuingAndDiscontinuedOperation,169409000.0,140595000.0,111473000.0,126300000.0
TotalExpenses,2970265000.0,2848955000.0,2735522000.0,2772640000.0
TotalOperatingIncomeAsReported,234983000.0,196667000.0,154910000.0,177182000.0
DilutedAverageShares,47398197.0,47588669.0,47945815.0,47936737.0
BasicAverageShares,47173974.0,47393493.0,47775819.0,47710479.0
DilutedEPS,3.57,2.95,2.32,2.63
BasicEPS,3.59,2.97,2.33,2.65
DilutedNIAvailtoComStockholders,169409000.0,140595000.0,111473000.0,126300000.0
NetIncomeCommonStockholders,169409000.0,140595000.0,111473000.0,126300000.0
NetIncome,169409000.0,140595000.0,111473000.0,126300000.0
MinorityInterests,-337000.0,,,0.0
NetIncomeIncludingNoncontrollingInterests,169746000.0,140595000.0,111473000.0,126300000.0
NetIncomeContinuousOperations,169746000.0,140595000.0,111473000.0,126300000.0
TaxProvision,64863000.0,53098000.0,41331000.0,47701000.0
PretaxIncome,234609000.0,193693000.0,152804000.0,174001000.0
OtherIncomeExpense,-2634000.0,-282000.0,-274000.0,1023000.0
OtherNonOperatingIncomeExpenses,-284000.0,-282000.0,-274000.0,1023000.0
SpecialIncomeCharges,-2350000.0,,,
ImpairmentOfCapitalAssets,2350000.0,,,
NetNonOperatingInterestIncomeExpense,-90000.0,-2692000.0,-1832000.0,-4204000.0
InterestExpenseNonOperating,90000.0,2692000.0,1832000.0,6965000.0
OperatingIncome,237333000.0,196667000.0,154910000.0,177182000.0
OperatingExpense,308139000.0,293393000.0,281152000.0,277618000.0
SellingGeneralAndAdministration,308139000.0,293393000.0,281152000.0,277618000.0
GrossProfit,545472000.0,490060000.0,436062000.0,454800000.0
CostOfRevenue,2662126000.0,2555562000.0,2454370000.0,2495022000.0
TotalRevenue,3207598000.0,3045622000.0,2890432000.0,2949822000.0
OperatingRevenue,3207598000.0,3045622000.0,2890432000.0,2949822000.0
