,2023-11-30,2023-08-31,2023-05-31,2023-02-28,2022-11-30
TaxEffectOfUnusualItems,-19280000.0,-73290000.0,-68670000.0,-42340000.0,-55262126.865672
TaxRateForCalcs,0.08,0.21,0.21,0.145,0.187966
NormalizedEBITDA,5402000000.0,5071000000.0,5977000000.0,4976000000.0,4792000000.0
TotalUnusualItems,-241000000.0,-349000000.0,-327000000.0,-292000000.0,-294000000.0
TotalUnusualItemsExcludingGoodwill,-241000000.0,-349000000.0,-327000000.0,-292000000.0,-294000000.0
NetIncomeFromContinuingOperationNetMinorityInterest,2503000000.0,2420000000.0,3319000000.0,1896000000.0,1741000000.0
ReconciledDepreciation,1553000000.0,1475000000.0,1586000000.0,1558000000.0,1498000000.0
ReconciledCostOfRevenue,2942000000.0,2898000000.0,3014000000.0,2767000000.0,2767000000.0
EBITDA,5161000000.0,4722000000.0,5650000000.0,4684000000.0,4498000000.0
EBIT,3608000000.0,3247000000.0,4064000000.0,3126000000.0,3000000000.0
NetInterestIncome,-755000000.0,-736000000.0,-850000000.0,-818000000.0,-804000000.0
InterestExpense,888000000.0,872000000.0,955000000.0,908000000.0,856000000.0
InterestIncome,133000000.0,136000000.0,105000000.0,90000000.0,52000000.0
NormalizedIncome,2724720000.0,2695710000.0,3577330000.0,2145660000.0,1979737873.134328
NetIncomeFromContinuingAndDiscontinuedOperation,2503000000.0,2420000000.0,3319000000.0,1896000000.0,1741000000.0
TotalExpenses,9189000000.0,9008000000.0,10423000000.0,8712000000.0,9005000000.0
TotalOperatingIncomeAsReported,3622000000.0,3296000000.0,4140000000.0,3260000000.0,3071000000.0
DilutedAverageShares,2817000000.0,2823000000.0,2796000000.0,2776000000.0,2746000000.0
BasicAverageShares,2746000000.0,2728000000.0,2707000000.0,2698000000.0,2695000000.0
DilutedEPS,0.89,0.86,1.19,0.68,0.63
BasicEPS,0.91,0.89,1.23,0.7,0.65
DilutedNIAvailtoComStockholders,2503000000.0,2420000000.0,3319000000.0,1896000000.0,1741000000.0
NetIncomeCommonStockholders,2503000000.0,2420000000.0,3319000000.0,1896000000.0,1741000000.0
NetIncome,2503000000.0,2420000000.0,3319000000.0,1896000000.0,1741000000.0
NetIncomeIncludingNoncontrollingInterests,2503000000.0,2420000000.0,3319000000.0,1896000000.0,1741000000.0
NetIncomeContinuousOperations,2503000000.0,2420000000.0,3319000000.0,1896000000.0,1741000000.0
TaxProvision,217000000.0,-45000000.0,-210000000.0,322000000.0,403000000.0
PretaxIncome,2720000000.0,2375000000.0,3109000000.0,2218000000.0,2144000000.0
OtherIncomeExpense,-277000000.0,-334000000.0,-362000000.0,-339000000.0,-322000000.0
OtherNonOperatingIncomeExpenses,5000000.0,52000000.0,10000000.0,-6000000.0,13000000.0
SpecialIncomeCharges,-130000000.0,-149000000.0,-181000000.0,-115000000.0,-199000000.0
RestructuringAndMergernAcquisition,130000000.0,149000000.0,181000000.0,115000000.0,199000000.0
EarningsFromEquityInterest,-41000000.0,-37000000.0,-45000000.0,-41000000.0,-41000000.0
GainOnSaleOfSecurity,-111000000.0,-200000000.0,-146000000.0,-177000000.0,-95000000.0
NetNonOperatingInterestIncomeExpense,-755000000.0,-736000000.0,-850000000.0,-818000000.0,-804000000.0
InterestExpenseNonOperating,888000000.0,872000000.0,955000000.0,908000000.0,856000000.0
InterestIncomeNonOperating,133000000.0,136000000.0,105000000.0,90000000.0,52000000.0
OperatingIncome,3752000000.0,3445000000.0,3413000000.0,3686000000.0,3270000000.0
OperatingExpense,5449000000.0,5398000000.0,6693000000.0,5273000000.0,5647000000.0
OtherOperatingExpenses,,4000000.0,25000000.0,20000000.0,38000000.0
DepreciationAmortizationDepletionIncomeStatement,755000000.0,763000000.0,870000000.0,886000000.0,907000000.0
DepreciationAndAmortizationInIncomeStatement,755000000.0,763000000.0,870000000.0,886000000.0,907000000.0
Amortization,755000000.0,763000000.0,870000000.0,886000000.0,907000000.0
AmortizationOfIntangiblesIncomeStatement,755000000.0,763000000.0,870000000.0,886000000.0,907000000.0
ResearchAndDevelopment,2226000000.0,2216000000.0,1955000000.0,2237000000.0,2158000000.0
SellingGeneralAndAdministration,2468000000.0,2419000000.0,3868000000.0,2150000000.0,2582000000.0
SellingAndMarketingExpense,2093000000.0,2026000000.0,2289000000.0,2150000000.0,2216000000.0
GeneralAndAdministrativeExpense,375000000.0,393000000.0,671000000.0,311000000.0,366000000.0
OtherGandA,375000000.0,393000000.0,,,366000000.0
SalariesAndWages,,80000000.0,,311000000.0,
GrossProfit,9201000000.0,8843000000.0,10106000000.0,8959000000.0,8917000000.0
CostOfRevenue,3740000000.0,3610000000.0,3730000000.0,3439000000.0,3358000000.0
TotalRevenue,12941000000.0,12453000000.0,13836000000.0,12398000000.0,12275000000.0
OperatingRevenue,12941000000.0,12453000000.0,13836000000.0,12398000000.0,12275000000.0
