t,o,h,l,c,v,vw,percent_change,target
2022-04-19 00:00:00-04:00,32.61571428571429,33.28,32.61571428571429,33.224761904761905,8980822.857142856,32.92987604241071,1.868831396367443,1
2022-04-20 00:00:00-04:00,33.23542857142857,33.87,33.226285714285716,33.522380952380956,10775504.92857143,33.479293578869054,0.895774809379124,0
2022-04-21 00:00:00-04:00,33.582571428571434,33.81,33.43057692307693,33.46634615384615,3535147.6497252746,33.59732141387887,-0.16715638013421463,0
2022-04-22 00:00:00-04:00,33.49288461538462,33.59,33.14,33.15441326530612,490428.0186420722,33.32991384671495,-0.9320793106784575,0
2022-04-23 00:00:00-04:00,33.17801020408163,33.18520408163265,33.044209183673466,33.044209183673466,323858.20408163266,33.147548086734695,-0.3323964165819593,0
2022-04-24 00:00:00-04:00,33.14127551020408,33.17051020408163,32.934005102040814,32.934005102040814,464778.36734693876,33.096069556122444,-0.3335049751685415,0
2022-04-25 00:00:00-04:00,33.104540816326534,33.31595238095238,32.45,33.266190476190474,13249197.045918368,33.02419338920777,1.0086394689028388,1
2022-04-26 00:00:00-04:00,33.07,33.42,32.410000000000004,32.64071428571429,14090953.214285715,32.90213924925595,-1.88021586338194,-1
2022-04-27 00:00:00-04:00,32.540571428571425,34.14,32.18,33.961190476190474,8198039.5,33.27626019494048,4.045488033495981,1
2022-04-28 00:00:00-04:00,33.96257142857143,34.65,33.58,34.368809523809524,10472841.857142856,34.21905553025793,1.2002495846098915,1
2022-04-29 00:00:00-04:00,34.449714285714286,34.49542857142857,33.22,33.25945292620865,28631829.37295529,33.89197272709545,-3.227800476569742,-1
2022-04-30 00:00:00-04:00,33.293435114503815,33.33360050890585,33.197162849872775,33.197162849872775,54646407.75572519,33.274697482188294,-0.18728533050160756,0
2022-05-01 00:00:00-04:00,33.33374045801527,33.3739058524173,33.1348727735369,33.1348727735369,26252017.282442752,33.26832117684478,-0.1876367466026263,0
2022-05-02 00:00:00-04:00,33.37404580152672,33.39,31.72,32.127857142857145,11772438.660305345,32.622703424387346,-3.039141383044641,-1
2022-05-03 00:00:00-04:00,32.03257142857143,32.75923444976076,31.43,32.552344497607656,4724047.227272727,32.20613438733315,1.3212439063801318,1
2022-05-04 00:00:00-04:00,32.55090909090909,33.37,31.96,32.545476190476194,8099357.62987013,32.59958789614899,-0.02109927022911906,0
2022-05-05 00:00:00-04:00,32.57085714285714,32.63485714285714,31.37,31.68452380952381,10473248.214285715,32.05090477207341,-2.6453826513815892,-1
2022-05-06 00:00:00-04:00,31.570285714285713,31.69,30.84,31.2056106870229,9234571.573609596,31.349685269407715,-1.5115048765762307,-1
2022-05-07 00:00:00-04:00,31.230687022900764,31.230687022900764,31.040725190839694,31.040725190839694,13709240.79389313,31.178399668575064,-0.5283841352663354,0
2022-05-08 00:00:00-04:00,31.142748091603053,31.142748091603053,30.875839694656488,30.875839694656488,7152865.832061069,31.08027484414758,-0.5311908635171503,0
2022-05-09 00:00:00-04:00,31.054809160305343,31.11,29.94,30.302857142857142,13001180.157579063,30.668068898425197,-1.8557634625189112,-1
2022-05-10 00:00:00-04:00,30.290857142857142,30.61,29.07,29.559285714285714,11510655.07142857,29.851209628224208,-2.4537997359984853,-1
2022-05-11 00:00:00-04:00,29.496857142857145,30.31,28.88,29.046839378238342,3467365.6839378243,29.414131689908192,-1.7336221889817538,-1
2022-05-12 00:00:00-04:00,29.151813471502592,29.505,28.76,29.455238095238094,9522119.387490747,29.21194262011165,1.4060005347973359,1
2022-05-13 00:00:00-04:00,29.492285714285714,30.01,29.18,29.940216284987276,12521210.5087241,29.69674059926693,1.6464921729068882,1
2022-05-14 00:00:00-04:00,29.903893129770992,30.03181933842239,29.885636132315522,30.03181933842239,18755003.17557252,29.899573827608144,0.3059532121050479,0
2022-05-15 00:00:00-04:00,29.88557251908397,30.123422391857506,29.8673155216285,30.123422391857506,9380959.328244274,29.887036300890585,0.30501999363694576,0
2022-05-16 00:00:00-04:00,29.867251908396945,30.18,29.61,29.876190476190477,7923324.130316249,29.881262428732352,-0.8207298375693783,0
2022-05-17 00:00:00-04:00,29.958857142857145,30.6,29.87657142857143,30.41952380952381,8892465.642857144,30.248627105406747,1.8186165125916531,1
2022-05-18 00:00:00-04:00,30.41857142857143,30.41857142857143,29.57,29.78,10126381.976190476,30.06951288368056,-2.102346550617551,-1
2022-05-19 00:00:00-04:00,29.78,29.94,29.01,29.094444444444445,1931050.8333333333,29.42238176736111,-2.3020670099246354,-1
2022-05-20 00:00:00-04:00,29.113333333333333,29.24,28.16,28.86318066157761,12263841.008905852,28.888424516512934,-0.794872654497436,0
2022-05-21 00:00:00-04:00,28.863740458015265,29.02440203562341,28.863740458015265,29.02440203562341,25093211.908396944,28.944071246819338,0.5585710595659377,0
2022-05-22 00:00:00-04:00,29.024961832061067,29.185623409669212,29.024961832061067,29.185623409669212,12470211.480916029,29.10529262086514,0.555468373983814,0
2022-05-23 00:00:00-04:00,29.18618320610687,29.47,28.61,29.33904761904762,11014029.935114503,29.243344647300603,0.5256841946627011,0
2022-05-24 00:00:00-04:00,29.224857142857143,29.86,28.74,29.777380952380952,9236599.785714287,29.36885003025794,1.4940271375706082,1
2022-05-25 00:00:00-04:00,29.740571428571428,30.25,29.62,30.219722222222224,3266966.7976190476,30.150917979332014,1.4854942096776513,1
2022-05-26 00:00:00-04:00,30.178333333333335,30.58,30.178333333333335,30.325,6736733.345238095,30.44665811193783,0.3483744059710858,0
2022-05-27 00:00:00-04:00,30.280285714285714,31.17,30.280285714285714,31.029040968342642,9901457.641260974,30.697949998083768,2.321651997832297,1
2022-05-28 00:00:00-04:00,31.034972067039106,31.035865921787707,30.895959031657355,30.935186219739293,16875337.60893855,30.991914431564243,-0.30247389437237926,0
2022-05-29 00:00:00-04:00,30.959888268156423,30.96346368715084,30.772607076350095,30.84133147113594,11514946.45810056,30.9100411801676,-0.3033915746835425,0
2022-05-30 00:00:00-04:00,30.884804469273742,30.891061452513966,30.64925512104283,30.74747672253259,6154555.30726257,30.828167928770952,-0.30431484026942623,0
2022-05-31 00:00:00-04:00,30.809720670391062,31.07,30.51,31.01,33254116.270151637,30.84287992817932,0.8538042969718829,0
2022-06-01 00:00:00-04:00,31.01914285714286,31.03,30.01,30.194189944134077,17591961.14046289,30.58109165909179,-2.630796697407045,-1
2022-06-02 00:00:00-04:00,30.294525139664806,30.41,29.69,30.30309523809524,5537564.9309656825,30.258280279896308,0.3606829464962047,0
2022-06-03 00:00:00-04:00,30.325142857142858,30.35,29.8,29.953625954198472,5606774.832606325,30.117799043955603,-1.1532461656175497,-1
2022-06-04 00:00:00-04:00,29.976870229007634,30.057201017811707,29.91589058524173,29.964618320610686,7668885.06870229,29.991710479007637,0.036697949119823825,0
2022-06-05 00:00:00-04:00,30.057480916030535,30.137811704834608,29.890241730279897,29.9756106870229,4283271.389312977,30.041867547709924,0.03668448666558355,0
2022-06-06 00:00:00-04:00,30.138091603053436,30.17,29.20595238095238,29.228571428571428,6881809.495092693,29.695198573920088,-2.492156928015088,-1
2022-06-07 00:00:00-04:00,29.20485714285714,29.97,28.9,29.85047619047619,23162017.92857143,29.471654770337302,2.1277289019224543,1
2022-06-08 00:00:00-04:00,29.84942857142857,29.84942857142857,29.01,29.21,14447515.257425742,29.460774663442457,-2.1456146507992213,-1
2022-06-09 00:00:00-04:00,29.21,29.29,28.43095238095238,28.44904761904762,7867763.956859971,28.91399009449405,-2.6051091439657004,-1
2022-06-10 00:00:00-04:00,28.428857142857144,28.58,27.97,28.380539845758353,3036575.685457216,28.341388286374812,-0.24080867031694986,0
2022-06-11 00:00:00-04:00,28.39874035989717,28.39874035989717,28.08439588688946,28.08439588688946,615396.586118252,28.27117066066838,-1.0434754253385137,-1
2022-06-12 00:00:00-04:00,28.165526992287916,28.165526992287916,27.788251928020568,27.788251928020568,1327243.7429305913,28.023814938303342,-1.0544786509263715,-1
2022-06-13 00:00:00-04:00,27.932313624678663,27.932313624678663,26.85,27.08047846889952,1145507.1802991354,27.400768434143004,-2.547024047983948,-1
2022-06-14 00:00:00-04:00,27.099090909090908,27.17,26.17,26.590238095238096,15328449.09090909,26.732078141819986,-1.8103091281213568,-1
2022-06-15 00:00:00-04:00,26.591714285714286,27.62,26.591714285714286,26.812380952380952,14552233.0,26.879553434275792,0.8354301166736855,0
2022-06-16 00:00:00-04:00,26.90057142857143,26.90057142857143,26.1,26.718095238095238,27309068.07142857,26.631499311259923,-0.35164991297552683,0
2022-06-17 00:00:00-04:00,26.61057142857143,27.36,26.43,27.10680373831776,17677907.764085446,26.9059506516624,1.4548510915863844,1
2022-06-18 00:00:00-04:00,27.12235514018692,27.291271028037386,27.1068785046729,27.12833644859813,1662335.1925233644,27.15584365280374,0.0794365521226359,0
2022-06-19 00:00:00-04:00,27.19233644859813,27.436616822429908,27.12841121495327,27.149869158878506,1759542.4598130842,27.224136527570092,0.07937350055051695,0
2022-06-20 00:00:00-04:00,27.262317757009345,27.58196261682243,27.149943925233647,27.171401869158878,1856749.7271028038,27.29242940233645,0.0793105489914625,0
2022-06-21 00:00:00-04:00,27.33229906542056,27.64,26.65357142857143,26.83904761904762,12845279.427903872,27.11673208755192,-1.2231766756521267,-1
2022-06-22 00:00:00-04:00,26.651714285714284,27.33,26.44,26.917857142857144,18429998.785714287,26.825810384424603,0.2936375572194061,0
2022-06-23 00:00:00-04:00,26.868285714285715,27.3,26.7,27.293095238095237,9040790.57142857,27.00627378918651,1.3940117641855654,1
2022-06-24 00:00:00-04:00,27.230285714285714,28.0,27.230285714285714,27.941617834394904,2244579.121019108,27.65445160786005,2.376141623521222,1
2022-06-25 00:00:00-04:00,27.958471337579617,28.057057324840766,27.82347770700637,27.915936305732483,1546808.1936305733,27.960733411464968,-0.09191138757472794,0
2022-06-26 00:00:00-04:00,27.984152866242038,28.137770700636946,27.728089171974524,27.890254777070062,2657201.182165605,27.97369451210191,-0.09199594232183195,0
2022-06-27 00:00:00-04:00,28.00983439490446,28.17,27.63,27.965714285714284,6415589.217470428,27.942452099525454,0.2705586924443004,0
2022-06-28 00:00:00-04:00,27.967142857142857,28.38,27.507033492822966,27.53401913875598,2691233.24025974,27.84535369322691,-1.5436585761688493,-1
2022-06-29 00:00:00-04:00,27.506363636363638,27.53363636363636,27.04,27.106682692307693,484643.43487762235,27.32164001766766,-1.5520307598202443,-1
2022-06-30 00:00:00-04:00,27.145384615384614,27.54,26.74,27.284523809523808,11297714.539148351,27.172895744958602,0.6560785000319536,0
2022-07-01 00:00:00-04:00,27.216,27.75,27.12,27.69831156716418,5356400.544376332,27.42360008143527,1.5165658031236706,1
2022-07-02 00:00:00-04:00,27.705093283582087,27.71210820895522,27.620485074626867,27.631147388059702,1929568.1641791046,27.687882999067163,-0.2424847411424902,0
2022-07-03 00:00:00-04:00,27.659421641791045,27.68792910447761,27.54526119402985,27.56398320895522,3116239.925373134,27.648936909514923,-0.24307415888745743,0
2022-07-04 00:00:00-04:00,27.61375,27.66375,27.470037313432837,27.496819029850744,4302911.686567164,27.609990819962686,-0.24366644905898793,0
2022-07-05 00:00:00-04:00,27.568078358208957,28.02,26.98,28.017684729064037,2839271.635169289,27.692827934734648,1.8942762020866422,1
2022-07-06 00:00:00-04:00,27.92615763546798,28.17,27.39,27.568571428571428,7969621.615763547,27.73919027289443,-1.602963645410438,-1
2022-07-07 00:00:00-04:00,27.569714285714287,27.89,27.492857142857144,27.492857142857144,7681111.142857143,27.613366068700397,-0.2746398590527499,0
2022-07-08 00:00:00-04:00,27.492571428571427,27.54,27.06,27.113956743002547,9589540.58615049,27.2935713568229,-1.37817760404374,-1
2022-07-09 00:00:00-04:00,27.100458015267176,27.113893129770993,27.04203562340967,27.095636132315523,16948523.358778626,27.077513126590333,-0.06756893086713456,0
2022-07-10 00:00:00-04:00,27.041832061068703,27.09557251908397,26.9834096692112,27.0773155216285,8282880.366412213,27.02642243956743,-0.0676146173411829,0
2022-07-11 00:00:00-04:00,26.98320610687023,27.077251908396946,26.66,26.825238095238095,5701928.331515812,26.87251179899355,-0.9309542749503796,0
2022-07-12 00:00:00-04:00,26.72057142857143,27.46,26.65,27.289761904761907,6909876.642857143,27.071046429315476,1.7316670512843357,1
2022-07-13 00:00:00-04:00,27.288285714285713,27.288285714285713,26.682727272727274,26.682727272727274,6304313.7077922085,27.034072836737916,-2.2244042808182596,-1
2022-07-14 00:00:00-04:00,26.688995215311007,26.70904761904762,26.06,26.636666666666667,9997229.435064934,26.528325085385102,-0.1726233064177296,0
2022-07-15 00:00:00-04:00,26.711142857142857,27.02,26.47,26.98296437659033,16492756.474372955,26.876026437765056,1.300079001089971,1
2022-07-16 00:00:00-04:00,26.98320610687023,27.052582697201018,26.98320610687023,27.052582697201018,23508568.671755724,27.017894402035623,0.25800842205123686,0
2022-07-17 00:00:00-04:00,27.052824427480918,27.122201017811705,27.052824427480918,27.122201017811705,11429558.473282441,27.08751272264631,0.25734445169218745,0
2022-07-18 00:00:00-04:00,27.1224427480916,27.298972972972972,27.0,27.298972972972972,3836224.4578089532,27.154017572781992,0.6517610980214306,0
2022-07-19 00:00:00-04:00,27.3012972972973,27.67,27.3012972972973,27.663571428571426,20368150.137065638,27.535377578560702,1.3355757227915488,1
2022-07-20 00:00:00-04:00,27.663714285714285,28.0,27.51,27.551818181818184,18527327.16883117,27.677340725604257,-0.403972592771662,0
2022-07-21 00:00:00-04:00,27.545167464114833,27.55057416267943,26.91,27.405238095238094,9224685.045454547,27.36299644825487,-0.5320160201870872,0
2022-07-22 00:00:00-04:00,27.414857142857144,27.61,26.96,27.30351145038168,12415928.839694656,27.343273152268495,-0.37119416552009454,0
2022-07-23 00:00:00-04:00,27.28198473282443,27.435419847328244,27.278320610687025,27.435419847328244,22615969.64885496,27.316102113231555,0.483118800254978,0
2022-07-24 00:00:00-04:00,27.347938931297712,27.56732824427481,27.333282442748093,27.56732824427481,11213913.34351145,27.38356519720102,0.48079598446317817,0
2022-07-25 00:00:00-04:00,27.413893129770994,27.76,27.28,27.52357142857143,7818458.167938931,27.494610724550924,-0.15872708198506613,0
2022-07-26 00:00:00-04:00,27.523714285714288,27.72,26.88642857142857,27.365952380952383,6189662.571428571,27.39944606001984,-0.5726693137483863,0
2022-07-27 00:00:00-04:00,27.165714285714287,27.52,26.41,27.471477832512317,7836635.603448276,27.252427040289753,0.3856085477711435,0
2022-07-28 00:00:00-04:00,27.4720197044335,27.85,27.45,27.804497607655502,2670746.734214062,27.64597140070502,1.212238297384416,1
2022-07-29 00:00:00-04:00,27.804545454545455,27.98,27.59,27.746704834605598,13792040.422970159,27.791210512838305,-0.20785404528939067,0
2022-07-30 00:00:00-04:00,27.746564885496184,27.746564885496184,27.706399491094146,27.706399491094146,30140298.870229006,27.726482188295165,-0.14526173018276634,0
