c,h,l,n,o,t,v,vw
380.62,380.62,380.62,1,380.62,2022-01-18T09:05:00Z,100,380.62
379.32,379.32,379.32,1,379.32,2022-01-18T09:30:00Z,100,379.32
379.23,381.57,379.22,37,381.57,2022-01-18T14:25:00Z,1826,379.91
382.69,382.96,379.75,726,382.21,2022-01-18T14:30:00Z,87175,381.909473
383.45,383.84,382.14,494,382.69,2022-01-18T14:35:00Z,64399,383.063153
383.24,383.53,381.36,617,383.45,2022-01-18T14:40:00Z,64720,382.430549
386.91,386.91,383.52,295,383.52,2022-01-18T14:45:00Z,13457,384.973437
387.0,388.85,385.82,775,387.24,2022-01-18T14:50:00Z,40576,387.716736
388.61,388.92,386.62,307,387.0,2022-01-18T14:55:00Z,10028,387.938453
391.02,393.28,389.01,757,389.01,2022-01-18T15:00:00Z,30039,391.472579
392.68,393.02,391.01,392,391.37,2022-01-18T15:05:00Z,15361,392.296431
393.33,395.99,392.57,869,393.12,2022-01-18T15:10:00Z,30308,394.193301
391.63,393.41,391.43,389,393.03,2022-01-18T15:15:00Z,18090,392.377214
391.63,392.68,391.2,465,391.26,2022-01-18T15:20:00Z,22944,391.988904
388.98,391.55,387.79,495,391.55,2022-01-18T15:25:00Z,28114,389.174524
390.06,390.06,388.8,372,388.98,2022-01-18T15:30:00Z,41719,389.201295
390.63,391.06,389.08,348,390.06,2022-01-18T15:35:00Z,22692,389.739317
389.93,391.52,389.52,261,390.58,2022-01-18T15:40:00Z,8232,390.493622
390.03,390.6,388.91,313,389.99,2022-01-18T15:45:00Z,14401,389.701374
389.69,390.28,389.23,263,390.03,2022-01-18T15:50:00Z,12826,389.646616
387.88,389.69,387.88,407,389.69,2022-01-18T15:55:00Z,22409,389.19747
387.78,388.21,387.15,401,387.88,2022-01-18T16:00:00Z,13677,387.826953
386.91,388.13,386.26,301,387.78,2022-01-18T16:05:00Z,8781,387.162364
388.51,388.51,387.14,335,387.51,2022-01-18T16:10:00Z,11606,387.81908
388.88,389.88,388.53,189,388.53,2022-01-18T16:15:00Z,6549,389.096929
387.14,389.14,387.07,459,389.14,2022-01-18T16:20:00Z,18990,387.78265
387.29,387.57,386.65,197,386.65,2022-01-18T16:25:00Z,7412,387.205448
386.51,387.29,386.51,305,387.29,2022-01-18T16:30:00Z,9609,386.98537
387.49,387.5,386.17,238,386.71,2022-01-18T16:35:00Z,7190,386.717924
387.28,387.82,387.25,187,387.49,2022-01-18T16:40:00Z,6947,387.518982
387.94,387.94,387.0,244,387.28,2022-01-18T16:45:00Z,9974,387.453556
389.38,389.39,387.54,280,387.94,2022-01-18T16:50:00Z,22716,387.516103
388.69,389.72,388.23,282,389.38,2022-01-18T16:55:00Z,10005,388.885368
388.26,389.08,388.26,316,388.69,2022-01-18T17:00:00Z,15966,388.709158
388.44,388.83,388.06,258,388.15,2022-01-18T17:05:00Z,7376,388.448132
387.69,388.68,387.27,240,388.47,2022-01-18T17:10:00Z,9065,388.012107
388.6,388.67,387.62,191,387.73,2022-01-18T17:15:00Z,7274,388.204322
388.21,388.77,387.9,264,388.6,2022-01-18T17:20:00Z,15824,388.422631
386.88,388.13,386.87,209,388.02,2022-01-18T17:25:00Z,11133,387.636884
386.8,387.16,386.53,224,387.16,2022-01-18T17:30:00Z,8459,386.88441
387.82,388.0,386.72,230,386.79,2022-01-18T17:35:00Z,9491,387.339885
388.35,388.42,387.78,186,387.91,2022-01-18T17:40:00Z,8029,388.015882
387.25,388.33,386.83,158,388.22,2022-01-18T17:45:00Z,4921,387.711209
386.87,387.3,386.87,158,387.25,2022-01-18T17:50:00Z,9310,387.00923
386.45,386.87,386.45,135,386.71,2022-01-18T17:55:00Z,4638,386.752766
386.13,386.45,385.57,272,386.45,2022-01-18T18:00:00Z,8856,385.892415
386.29,386.29,385.6,213,386.02,2022-01-18T18:05:00Z,8089,386.005528
386.23,386.25,385.95,208,386.05,2022-01-18T18:10:00Z,7724,386.089151
386.13,386.45,386.1,197,386.1,2022-01-18T18:15:00Z,6388,386.270412
384.88,385.88,384.7,239,385.88,2022-01-18T18:20:00Z,7578,385.197224
385.16,385.39,385.01,207,385.08,2022-01-18T18:25:00Z,6555,385.214908
384.4,385.16,384.21,212,384.94,2022-01-18T18:30:00Z,7820,384.672495
385.15,385.23,384.4,217,384.46,2022-01-18T18:35:00Z,9898,384.790439
385.36,385.36,384.94,169,384.96,2022-01-18T18:40:00Z,4698,385.073893
384.93,385.63,384.73,201,385.2,2022-01-18T18:45:00Z,4967,385.299708
