c,h,l,n,o,t,v,vw
21.98,21.98,21.98,2,21.98,2022-01-18T13:00:00Z,250001,21.98
22.04,22.04,22.04,2,22.04,2022-01-18T13:10:00Z,800,22.04
21.97,21.98,21.97,27,21.98,2022-01-18T14:30:00Z,10399,21.979242
21.97,21.98,21.96,23,21.97,2022-01-18T14:35:00Z,1865,21.963426
21.97,21.98,21.97,28,21.97,2022-01-18T14:40:00Z,3346,21.97
21.98,21.98,21.97,3,21.98,2022-01-18T14:45:00Z,300,21.98
21.98,21.98,21.98,17,21.98,2022-01-18T14:50:00Z,1801,21.98
21.98,21.98,21.98,11,21.98,2022-01-18T14:55:00Z,2610,21.98
21.96,21.98,21.96,48,21.98,2022-01-18T15:00:00Z,4035,21.969405
21.96,21.97,21.95,11,21.95,2022-01-18T15:05:00Z,869,21.956548
21.96,21.97,21.96,184,21.96,2022-01-18T15:10:00Z,27284,21.96
21.96,21.97,21.95,49,21.96,2022-01-18T15:15:00Z,9791,21.96
21.96,21.97,21.96,20,21.96,2022-01-18T15:20:00Z,3227,21.96
21.96,21.97,21.96,41,21.96,2022-01-18T15:25:00Z,9675,21.96
21.96,21.97,21.96,25,21.96,2022-01-18T15:30:00Z,4442,21.96
21.96,21.97,21.96,23,21.96,2022-01-18T15:35:00Z,5940,21.96
21.96,21.96,21.96,21,21.96,2022-01-18T15:40:00Z,2679,21.96
21.96,21.97,21.96,36,21.97,2022-01-18T15:45:00Z,7719,21.96
21.97,21.97,21.96,25,21.96,2022-01-18T15:50:00Z,2540,21.962362
21.97,21.98,21.96,142,21.97,2022-01-18T15:55:00Z,80473,21.969799
21.96,21.97,21.96,136,21.97,2022-01-18T16:00:00Z,16566,21.969517
21.96,21.97,21.96,23,21.96,2022-01-18T16:05:00Z,4100,21.962195
21.96,21.97,21.96,19,21.97,2022-01-18T16:10:00Z,2900,21.961724
21.96,21.97,21.96,11,21.96,2022-01-18T16:15:00Z,1413,21.961507
21.96,21.97,21.96,26,21.96,2022-01-18T16:20:00Z,6517,21.96
21.96,21.97,21.96,27,21.96,2022-01-18T16:25:00Z,4805,21.96
21.96,21.97,21.96,63,21.96,2022-01-18T16:30:00Z,14826,21.96
21.96,21.96,21.96,13,21.96,2022-01-18T16:35:00Z,4943,21.96
21.96,21.97,21.96,81,21.96,2022-01-18T16:40:00Z,128045,21.968867
21.96,21.97,21.96,94,21.96,2022-01-18T16:45:00Z,21040,21.960095
21.96,21.96,21.96,8,21.96,2022-01-18T16:50:00Z,1144,21.96
21.95,21.96,21.94,18,21.96,2022-01-18T16:55:00Z,3370,21.946142
21.95,21.95,21.94,15,21.95,2022-01-18T17:00:00Z,1842,21.944881
21.93,21.94,21.93,20,21.94,2022-01-18T17:05:00Z,3397,21.94
21.94,21.94,21.93,12,21.94,2022-01-18T17:10:00Z,1579,21.94
21.93,21.94,21.93,24,21.94,2022-01-18T17:15:00Z,2907,21.94
21.93,21.94,21.93,14,21.94,2022-01-18T17:20:00Z,1686,21.935931
21.93,21.93,21.93,98,21.93,2022-01-18T17:25:00Z,34136,21.93
21.91,21.93,21.91,25,21.93,2022-01-18T17:30:00Z,5426,21.916113
21.91,21.91,21.91,41,21.91,2022-01-18T17:35:00Z,14500,21.91
