c,h,l,n,o,t,v,vw
534.65,534.65,534.65,3,534.65,2022-01-18T09:15:00Z,104,534.65
535.64,535.64,535.64,1,535.64,2022-01-18T09:20:00Z,100,535.64
536.62,536.62,536.62,7,536.62,2022-01-18T13:00:00Z,224,536.57
531.69,531.69,531.69,31,531.69,2022-01-18T13:40:00Z,360,531.953667
531.69,531.69,531.69,9,531.69,2022-01-18T13:50:00Z,291,531.69
531.69,531.69,531.69,7,531.69,2022-01-18T14:05:00Z,275,531.69
531.64,531.64,531.56,7,531.56,2022-01-18T14:25:00Z,362,531.6
535.07,536.4,529.39,1372,531.95,2022-01-18T14:30:00Z,106837,532.127533
536.95,538.79,534.54,665,535.37,2022-01-18T14:35:00Z,38620,536.822189
537.79,541.19,536.6,1038,537.43,2022-01-18T14:40:00Z,49726,538.995624
535.57,538.71,535.02,1077,537.66,2022-01-18T14:45:00Z,34709,536.909704
535.34,536.04,531.55,901,535.25,2022-01-18T14:50:00Z,30592,533.198976
535.36,537.34,534.11,619,535.76,2022-01-18T14:55:00Z,23994,536.334498
536.07,537.26,533.25,814,535.71,2022-01-18T15:00:00Z,30471,535.290203
539.84,540.56,536.51,693,536.77,2022-01-18T15:05:00Z,16626,538.752853
539.7,540.94,539.31,764,539.78,2022-01-18T15:10:00Z,16866,540.010312
538.99,540.57,538.87,706,539.32,2022-01-18T15:15:00Z,21249,539.677757
540.66,541.06,538.57,699,539.06,2022-01-18T15:20:00Z,25350,539.437977
540.05,541.45,539.93,645,541.08,2022-01-18T15:25:00Z,19877,540.494566
537.12,540.57,536.91,531,540.57,2022-01-18T15:30:00Z,15174,538.318082
535.31,537.87,535.31,486,537.85,2022-01-18T15:35:00Z,13424,536.967716
538.42,538.71,534.9,655,535.82,2022-01-18T15:40:00Z,15727,536.778419
537.73,538.16,536.48,417,538.16,2022-01-18T15:45:00Z,6361,537.442463
536.25,538.55,535.91,550,538.55,2022-01-18T15:50:00Z,15131,537.734443
534.61,536.67,533.68,513,535.14,2022-01-18T15:55:00Z,15423,535.428789
536.25,536.25,534.24,334,534.71,2022-01-18T16:00:00Z,7614,535.082045
535.24,536.78,534.36,484,536.49,2022-01-18T16:05:00Z,11779,535.050184
535.07,535.78,534.29,430,535.72,2022-01-18T16:10:00Z,9546,534.847758
535.3,535.69,534.6,343,534.81,2022-01-18T16:15:00Z,6649,535.14601
535.19,535.36,534.35,584,535.07,2022-01-18T16:20:00Z,14081,534.869807
535.34,535.53,534.48,555,535.3,2022-01-18T16:25:00Z,12341,535.084449
535.24,535.77,534.09,457,535.33,2022-01-18T16:30:00Z,9830,534.792515
536.57,537.05,535.26,502,535.44,2022-01-18T16:35:00Z,12814,536.198274
535.84,536.52,535.39,410,536.52,2022-01-18T16:40:00Z,19509,536.110515
535.89,536.47,535.83,362,535.91,2022-01-18T16:45:00Z,9399,536.176033
537.76,537.81,536.14,624,536.16,2022-01-18T16:50:00Z,17967,536.813928
537.22,537.92,537.0,381,537.81,2022-01-18T16:55:00Z,9538,537.379119
536.6,537.99,536.12,683,537.26,2022-01-18T17:00:00Z,20693,537.117608
537.33,537.37,535.87,390,535.87,2022-01-18T17:05:00Z,8841,536.459895
539.09,539.09,537.19,355,537.38,2022-01-18T17:10:00Z,10747,538.131314
540.01,540.4,538.49,395,538.88,2022-01-18T17:15:00Z,10387,539.414558
539.06,540.29,539.05,315,540.02,2022-01-18T17:20:00Z,11763,539.951954
537.71,539.52,537.18,449,539.39,2022-01-18T17:25:00Z,16797,538.487027
536.07,537.46,535.76,517,537.41,2022-01-18T17:30:00Z,14025,536.373277
535.48,535.85,534.8,302,535.85,2022-01-18T17:35:00Z,8865,535.398886
535.98,536.53,535.6,323,535.6,2022-01-18T17:40:00Z,6101,536.063517
535.83,536.7,535.46,423,536.12,2022-01-18T17:45:00Z,8952,536.140947
534.82,536.17,534.82,248,535.81,2022-01-18T17:50:00Z,5924,535.500024
533.91,535.04,533.91,579,534.89,2022-01-18T17:55:00Z,13070,534.594848
534.18,534.81,533.56,345,534.57,2022-01-18T18:00:00Z,9376,534.061478
533.97,534.17,533.39,331,534.0,2022-01-18T18:05:00Z,7997,533.894334
534.51,534.61,533.46,419,533.46,2022-01-18T18:10:00Z,9527,534.175818
534.16,534.87,533.96,344,534.53,2022-01-18T18:15:00Z,9183,534.323805
533.59,534.08,532.93,270,533.81,2022-01-18T18:20:00Z,5385,533.429811
534.13,534.29,533.56,314,533.64,2022-01-18T18:25:00Z,7578,533.863694
533.44,534.64,532.96,432,534.44,2022-01-18T18:30:00Z,13585,533.856461
533.88,534.45,533.01,289,533.81,2022-01-18T18:35:00Z,8640,533.765243
534.67,535.38,534.22,286,534.27,2022-01-18T18:40:00Z,7828,534.765869
533.3,534.82,533.3,211,534.75,2022-01-18T18:45:00Z,3777,534.143198
533.45,534.14,533.14,346,533.61,2022-01-18T18:50:00Z,6567,533.587428
534.02,534.67,533.05,305,533.44,2022-01-18T18:55:00Z,8698,533.753381
534.46,534.97,534.26,302,534.47,2022-01-18T19:00:00Z,7214,534.610243
534.16,534.78,534.15,272,534.64,2022-01-18T19:05:00Z,7576,534.408502
534.16,534.81,534.06,337,534.44,2022-01-18T19:10:00Z,9611,534.380332
534.16,534.17,533.4,458,534.0,2022-01-18T19:15:00Z,15947,533.796003
533.57,534.19,533.49,281,534.08,2022-01-18T19:20:00Z,6466,533.764296
533.21,533.37,532.73,388,533.34,2022-01-18T19:25:00Z,7779,533.053941
533.48,534.63,533.01,418,533.1,2022-01-18T19:30:00Z,11481,534.054668
534.39,534.39,533.17,362,533.2,2022-01-18T19:35:00Z,10822,533.94725
533.49,534.81,533.48,399,534.3,2022-01-18T19:40:00Z,19022,534.405572
534.68,534.68,533.41,271,533.41,2022-01-18T19:45:00Z,5168,534.107074
535.23,535.31,534.68,304,534.92,2022-01-18T19:50:00Z,6554,535.046991
535.2,536.03,535.03,444,535.23,2022-01-18T19:55:00Z,11786,535.38119
533.61,534.81,533.32,428,534.26,2022-01-18T20:00:00Z,9192,534.148239
533.49,534.08,533.25,395,533.58,2022-01-18T20:05:00Z,8276,533.636921
533.64,534.22,533.39,392,533.39,2022-01-18T20:10:00Z,11693,533.755318
531.49,533.55,530.97,834,533.55,2022-01-18T20:15:00Z,18566,531.650306
531.89,532.09,531.23,548,531.47,2022-01-18T20:20:00Z,12882,531.58923
532.31,532.49,531.63,476,531.92,2022-01-18T20:25:00Z,10753,531.968121
531.51,532.51,531.51,520,532.51,2022-01-18T20:30:00Z,13660,531.868117
530.63,531.66,530.46,634,531.62,2022-01-18T20:35:00Z,15920,531.014984
