c,h,l,n,o,t,v,vw
49.97,49.97,49.97,2,49.97,2022-01-18T15:10:00Z,200,49.97
50.0,50.0,49.96,4,49.96,2022-01-18T15:15:00Z,1806,49.995526
49.52,49.52,49.52,1,49.52,2022-01-18T17:45:00Z,144,49.52
49.48,49.48,49.48,1,49.48,2022-01-18T19:15:00Z,383,49.48
49.58,49.58,49.58,2,49.58,2022-01-18T20:00:00Z,151,49.58
49.11,49.11,49.11,1,49.11,2022-01-18T20:35:00Z,194,49.11
49.24,49.28,49.24,3,49.27,2022-01-19T15:40:00Z,548,49.27
48.93,48.93,48.93,1,48.93,2022-01-19T16:35:00Z,205,48.93
49.08,49.08,49.08,2,49.08,2022-01-19T16:40:00Z,109,49.08
50.02,50.03,50.01,10,50.02,2022-01-20T16:20:00Z,1379,50.02
49.87,49.87,49.87,2,49.87,2022-01-20T17:45:00Z,150,49.87
48.12,48.12,48.12,2,48.12,2022-01-21T14:30:00Z,300,48.12
47.02,47.02,47.02,3,47.02,2022-01-21T15:20:00Z,215,47.02
47.54,47.54,47.54,1,47.54,2022-01-21T15:30:00Z,120,47.54
47.85,47.85,47.85,1,47.85,2022-01-21T17:05:00Z,100,47.85
47.82,47.82,47.82,1,47.82,2022-01-21T18:10:00Z,100,47.82
47.45,47.45,47.45,1,47.45,2022-01-21T19:20:00Z,9063,47.45
47.22,47.25,47.22,4,47.22,2022-01-21T19:35:00Z,1889,47.24
47.2,47.2,47.19,5,47.2,2022-01-21T20:00:00Z,448,47.2
45.83,45.83,45.83,1,45.83,2022-01-24T14:55:00Z,100,45.83
45.65,45.65,45.6,2,45.6,2022-01-24T15:30:00Z,200,45.625
45.61,45.68,45.59,49,45.68,2022-01-24T15:45:00Z,13639,45.653752
45.49,45.59,45.49,26,45.59,2022-01-24T15:50:00Z,6100,45.509672
45.35,45.43,45.33,36,45.4,2022-01-24T16:05:00Z,3502,45.370006
45.22,45.36,45.22,36,45.35,2022-01-24T16:10:00Z,3414,45.258805
45.23,45.34,45.16,32,45.23,2022-01-24T16:15:00Z,3300,45.24
45.24,45.38,45.23,36,45.23,2022-01-24T16:20:00Z,3320,45.282651
45.2,45.23,45.15,34,45.23,2022-01-24T16:25:00Z,3329,45.194205
44.74,44.74,44.74,2,44.74,2022-01-24T17:20:00Z,200,44.74
45.69,45.69,45.69,15,45.69,2022-01-24T18:05:00Z,3000,45.69
47.72,47.72,47.72,2,47.72,2022-01-24T20:50:00Z,168,47.72
47.7,47.73,47.7,8,47.73,2022-01-24T20:55:00Z,1129,47.71
46.05,46.1,46.05,5,46.1,2022-01-25T15:00:00Z,1200,46.058333
46.03,46.03,46.03,4,46.03,2022-01-25T15:05:00Z,301,46.03
45.8,45.8,45.8,2,45.8,2022-01-25T17:15:00Z,500,45.8
45.76,45.76,45.76,3,45.76,2022-01-25T17:50:00Z,354,45.76
46.35,46.35,46.35,1,46.35,2022-01-25T19:05:00Z,204,46.35
46.53,46.53,46.51,3,46.51,2022-01-25T19:15:00Z,2150,46.52
46.07,46.07,46.07,2,46.07,2022-01-25T20:50:00Z,400,46.07
47.04,47.04,47.04,1,47.04,2022-01-26T15:35:00Z,463,47.04
47.24,47.24,47.24,1,47.24,2022-01-26T17:40:00Z,100,47.24
47.34,47.34,47.34,1,47.34,2022-01-26T17:45:00Z,100,47.34
47.11,47.11,47.06,4,47.06,2022-01-26T18:40:00Z,492,47.09
45.74,45.75,45.74,4,45.74,2022-01-26T20:00:00Z,670,45.74
45.49,45.49,45.49,1,45.49,2022-01-26T20:05:00Z,175,45.49
45.63,45.63,45.63,1,45.63,2022-01-26T20:55:00Z,300,45.63
46.6,46.6,46.6,2,46.6,2022-01-27T15:05:00Z,2035,46.6
46.3,46.3,46.3,1,46.3,2022-01-27T15:25:00Z,100,46.3
44.88,44.88,44.88,1,44.88,2022-01-28T15:45:00Z,164,44.88
47.59,47.59,47.59,1,47.59,2022-01-31T15:55:00Z,1324,47.59
47.5,47.5,47.5,1,47.5,2022-01-31T16:25:00Z,600,47.5
48.3,48.3,48.3,2,48.3,2022-02-01T15:40:00Z,359,48.3
48.83,48.83,48.83,1,48.83,2022-02-01T17:25:00Z,138,48.83
48.68,48.71,48.68,2,48.71,2022-02-01T19:35:00Z,1135,48.71
48.66,48.66,48.66,3,48.66,2022-02-01T19:55:00Z,1036,48.66
48.72,48.72,48.72,1,48.72,2022-02-01T20:10:00Z,100,48.72
