symbol,timestamp,open,high,low,close,volume,trade_count,vwap
BOOT,2023-07-17 12:00:00+00:00,90.04,90.04,90.04,90.04,48265.0,1.0,90.04
BOOT,2023-07-17 13:00:00+00:00,90.14,90.96,89.8817,90.565,44253.0,475.0,90.463318
BOOT,2023-07-17 14:00:00+00:00,90.6,92.47,90.47,91.6,170371.0,3146.0,91.769407
BOOT,2023-07-17 15:00:00+00:00,91.58,93.08,91.55,92.99,97959.0,2141.0,92.254002
BOOT,2023-07-17 16:00:00+00:00,92.98,93.46,92.79,93.01,80770.0,1833.0,93.046716
BOOT,2023-07-17 17:00:00+00:00,93.04,93.245,92.55,92.585,75015.0,1690.0,92.959405
BOOT,2023-07-17 18:00:00+00:00,92.585,93.075,92.2,93.02,89130.0,2070.0,92.663283
BOOT,2023-07-17 19:00:00+00:00,93.03,93.39,92.36,92.83,258724.0,5365.0,92.810479
BOOT,2023-07-17 20:00:00+00:00,92.87,92.87,92.87,92.87,58913.0,14.0,92.87
BOOT,2023-07-18 13:00:00+00:00,93.22,94.11,93.01,93.8175,24702.0,522.0,93.725558
BOOT,2023-07-18 14:00:00+00:00,93.78,93.96,92.39,92.685,103321.0,2379.0,93.34987
BOOT,2023-07-18 15:00:00+00:00,92.66,92.89,92.0632,92.41,60766.0,1689.0,92.48976
BOOT,2023-07-18 16:00:00+00:00,92.32,92.375,91.295,92.0,121554.0,1729.0,91.784655
BOOT,2023-07-18 17:00:00+00:00,92.06,92.19,91.78,91.78,77350.0,1699.0,91.996296
BOOT,2023-07-18 18:00:00+00:00,91.79,92.09,91.6,91.93,86289.0,2114.0,91.898219
BOOT,2023-07-18 19:00:00+00:00,91.93,92.53,91.86,92.09,202564.0,4419.0,92.209736
BOOT,2023-07-18 20:00:00+00:00,92.1,92.1,92.1,92.1,47343.0,19.0,92.099998
BOOT,2023-07-19 12:00:00+00:00,92.66,92.66,92.66,92.66,217.0,4.0,92.666221
BOOT,2023-07-19 13:00:00+00:00,93.47,94.75,93.0,94.18,104262.0,1240.0,93.890837
BOOT,2023-07-19 14:00:00+00:00,94.18,94.18,92.835,92.88,90108.0,1982.0,93.47595
BOOT,2023-07-19 15:00:00+00:00,92.88,93.2343,92.43,92.9,62715.0,1463.0,92.83419
BOOT,2023-07-19 16:00:00+00:00,92.895,93.41,92.84,93.31,40170.0,808.0,93.096089
BOOT,2023-07-19 17:00:00+00:00,93.31,93.54,93.13,93.345,36032.0,848.0,93.365535
BOOT,2023-07-19 18:00:00+00:00,93.39,93.85,93.18,93.7,40377.0,1057.0,93.501888
BOOT,2023-07-19 19:00:00+00:00,93.71,94.15,93.615,94.03,210172.0,3855.0,93.896302
BOOT,2023-07-19 20:00:00+00:00,94.06,94.06,94.06,94.06,50257.0,16.0,94.06
BOOT,2023-07-20 13:00:00+00:00,94.44,95.49,94.19,95.115,39779.0,503.0,94.873982
BOOT,2023-07-20 14:00:00+00:00,95.05,95.64,94.345,95.59,57911.0,1389.0,94.921551
BOOT,2023-07-20 15:00:00+00:00,95.78,96.59,95.76,95.86,67464.0,1702.0,96.094852
BOOT,2023-07-20 16:00:00+00:00,96.0,96.13,95.27,95.28,61174.0,1404.0,95.783189
BOOT,2023-07-20 17:00:00+00:00,95.24,95.41,94.88,95.09,45549.0,1072.0,95.106553
BOOT,2023-07-20 18:00:00+00:00,95.09,95.28,94.825,94.9,72340.0,1964.0,95.025079
BOOT,2023-07-20 19:00:00+00:00,94.91,95.31,94.64,95.21,175107.0,4175.0,95.046534
BOOT,2023-07-20 20:00:00+00:00,95.13,96.49,95.13,96.49,56827.0,20.0,95.132393
BOOT,2023-07-20 22:00:00+00:00,95.25,95.25,95.25,95.25,100.0,1.0,95.25
BOOT,2023-07-21 13:00:00+00:00,96.14,96.49,95.21,95.69,46040.0,686.0,95.83416
BOOT,2023-07-21 14:00:00+00:00,95.8,96.06,95.47,95.77,63185.0,1444.0,95.833406
BOOT,2023-07-21 15:00:00+00:00,95.765,95.85,94.79,95.17,54658.0,1563.0,95.239423
BOOT,2023-07-21 16:00:00+00:00,95.15,95.315,94.695,94.96,49624.0,1379.0,95.036251
BOOT,2023-07-21 17:00:00+00:00,94.97,95.21,94.86,95.09,32899.0,1120.0,95.005474
BOOT,2023-07-21 18:00:00+00:00,95.07,95.07,94.165,94.45,42425.0,1443.0,94.492155
BOOT,2023-07-21 19:00:00+00:00,94.43,94.46,93.05,93.37,231123.0,5831.0,93.531909
BOOT,2023-07-21 20:00:00+00:00,93.4,93.4,93.4,93.4,63653.0,22.0,93.4
BOOT,2023-07-21 23:00:00+00:00,92.65,92.65,92.65,92.65,120.0,1.0,92.65
BOOT,2023-07-24 13:00:00+00:00,93.42,93.88,92.14,92.375,59776.0,829.0,92.985509
BOOT,2023-07-24 14:00:00+00:00,92.25,92.9351,92.22,92.615,69077.0,1610.0,92.567231
BOOT,2023-07-24 15:00:00+00:00,92.6,92.68,91.815,92.32,71387.0,1735.0,92.203399
BOOT,2023-07-24 16:00:00+00:00,92.32,92.55,91.92,92.51,73364.0,1331.0,92.19397
BOOT,2023-07-24 17:00:00+00:00,92.51,92.78,92.41,92.64,63311.0,1271.0,92.544441
BOOT,2023-07-24 18:00:00+00:00,92.75,92.86,91.82,91.89,71960.0,1596.0,92.289695
BOOT,2023-07-24 19:00:00+00:00,91.85,92.08,91.65,91.81,261604.0,5111.0,91.881879
BOOT,2023-07-24 20:00:00+00:00,91.82,91.82,91.82,91.82,44055.0,18.0,91.82
BOOT,2023-07-25 13:00:00+00:00,91.31,92.22,90.88,91.67,39038.0,596.0,91.787979
BOOT,2023-07-25 14:00:00+00:00,91.74,92.985,91.72,92.985,111018.0,2009.0,92.296664
BOOT,2023-07-25 15:00:00+00:00,93.01,93.37,92.71,92.82,45366.0,1245.0,93.013005
BOOT,2023-07-25 16:00:00+00:00,92.76,92.76,92.3,92.5589,27289.0,809.0,92.528052
BOOT,2023-07-25 17:00:00+00:00,92.52,92.74,92.44,92.71,41905.0,1148.0,92.603724
BOOT,2023-07-25 18:00:00+00:00,92.81,93.04,92.485,92.63,65566.0,1709.0,92.79549
BOOT,2023-07-25 19:00:00+00:00,92.625,93.225,92.58,93.02,195408.0,4441.0,92.980594
BOOT,2023-07-25 20:00:00+00:00,93.01,93.01,93.01,93.01,57780.0,13.0,93.01
BOOT,2023-07-26 13:00:00+00:00,92.64,95.58,92.64,95.0,60994.0,707.0,94.767812
BOOT,2023-07-26 14:00:00+00:00,94.98,95.08,93.44,93.52,95891.0,2080.0,94.195566
BOOT,2023-07-26 15:00:00+00:00,93.46,94.6025,93.13,94.6025,41959.0,1132.0,93.768285
BOOT,2023-07-26 16:00:00+00:00,94.595,94.595,93.78,93.84,34366.0,831.0,94.183804
BOOT,2023-07-26 17:00:00+00:00,93.88,93.99,93.305,93.35,34110.0,785.0,93.730199
BOOT,2023-07-26 18:00:00+00:00,93.54,94.81,93.425,94.52,45075.0,1231.0,94.079555
BOOT,2023-07-26 19:00:00+00:00,94.52,94.85,93.88,94.8,135351.0,3157.0,94.517138
BOOT,2023-07-26 20:00:00+00:00,94.8,94.8,94.8,94.8,36116.0,12.0,94.8
BOOT,2023-07-27 12:00:00+00:00,94.0,94.7,94.0,94.7,1167.0,12.0,94.30473
BOOT,2023-07-27 13:00:00+00:00,95.51,95.85,94.86,95.01,17468.0,262.0,95.278776
BOOT,2023-07-27 14:00:00+00:00,95.14,95.89,94.91,95.66,35130.0,1103.0,95.514271
BOOT,2023-07-27 15:00:00+00:00,95.71,95.87,95.42,95.69,52550.0,1360.0,95.707054
BOOT,2023-07-27 16:00:00+00:00,95.69,96.575,95.66,96.27,45215.0,1154.0,96.179048
BOOT,2023-07-27 17:00:00+00:00,96.27,96.27,95.19,95.32,37717.0,1143.0,95.78117
BOOT,2023-07-27 18:00:00+00:00,95.3,95.42,94.88,94.96,74869.0,1736.0,95.035569
BOOT,2023-07-27 19:00:00+00:00,94.935,94.935,94.26,94.5,137371.0,3237.0,94.576685
